,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
32,0.01098901098901099,0.0111731843575419,0.0,0.007042253521126761,0.007786988193921126,0.004089954149928315,0.075,0.0627837341833285,0.05126969594757385,0.0004186108723976123,0.004436557231588288,0.00032630496995661657,0.01084010840108401,0.0,0.008264462809917356,0.0,0.1956521739130435,0.03076923076923077,0.007293354943273906,0.008592200925313946,0.011111111111111112
208,0.02197802197802198,0.0111731843575419,0.0,0.014084507042253521,0.017834714895754836,0.009044920294689627,0.045,0.10431758910460737,0.06823109911819977,0.0015381677133521725,0.008873114463176577,0.0011990433527580837,0.02077687443541102,0.045454545454545456,0.01652892561983471,0.0,0.17391304347826086,0.03076923076923077,0.019043760129659644,0.015862524785194978,0.011111111111111112
487,0.09183673469387756,0.0111731843575419,0.0,0.007042253521126761,0.08841999497613665,0.06062477228744068,0.015,0.3013619240799768,0.15831446055991905,0.029783640167801228,0.060337178349600715,0.02321724547248587,0.07859078590785908,0.022727272727272728,0.19008264462809918,0.0,0.32608695652173914,0.12307692307692308,0.07941653160453808,0.10310641110376735,0.011111111111111112
393,0.012558869701726845,0.01675977653631285,0.0,0.014084507042253521,0.012057272042200452,0.006462009264648128,0.06,0.08210180623973727,0.06194285163590806,0.000864895995203018,0.006211180124223603,0.0006742372817345468,0.013550135501355014,0.0,0.0,0.0,0.21739130434782608,0.033846153846153845,0.012560777957860616,0.011235955056179775,0.016666666666666666
25,0.0015698587127158557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009033423667570009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,0.022762951334379906,0.00558659217877095,0.0,0.007042253521126761,0.015573976387842251,0.008651894331909096,0.05,0.09485173379696707,0.07177275574615719,0.0013380264913217218,0.008873114463176577,0.0010430128625185163,0.017163504968383016,0.022727272727272728,0.06611570247933884,0.0,0.21739130434782608,0.043076923076923075,0.014991896272285251,0.016523463317911435,0.005555555555555556
203,0.013343799058084773,0.00558659217877095,0.0,0.007042253521126761,0.010298919869379553,0.00553903407289641,0.065,0.07244277021153289,0.060159976870813855,0.0006541237259437283,0.005323868677905945,0.0005099086875333271,0.011743450767841012,0.022727272727272728,0.01652892561983471,0.0,0.1956521739130435,0.036923076923076927,0.009319286871961102,0.011896893588896233,0.005555555555555556
446,0.04552590266875981,0.0335195530726257,0.04838709677419355,0.028169014084507043,0.03391107761868877,0.021547818454535562,0.03,0.1669081425673718,0.10159976870813858,0.005862992278721155,0.02129547471162378,0.0045703604402333635,0.03974706413730804,0.045454545454545456,0.06611570247933884,0.18181818181818182,0.32608695652173914,0.07692307692307693,0.032820097244732574,0.0356906807666887,0.03333333333333333
84,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
472,0.05416012558869702,0.055865921787709494,0.0,0.056338028169014086,0.04370761115297664,0.028421780440141764,0.025,0.19646479281367718,0.11383896304148798,0.009102541987234883,0.02839396628216504,0.007095728299429044,0.051490514905149054,0.09090909090909091,0.049586776859504134,0.0,0.34782608695652173,0.08615384615384615,0.043354943273905995,0.044282881692002646,0.05555555555555555
205,0.02197802197802198,0.00558659217877095,0.0,0.007042253521126761,0.026124089424767648,0.016412160915298027,0.065,0.07495411957886602,0.17233652965836266,0.002005035065133255,0.015971606033717833,0.0015629838178478626,0.02168021680216802,0.0,0.01652892561983471,0.0,0.1956521739130435,0.08923076923076922,0.023905996758508914,0.029742233972240583,0.005555555555555556
315,0.08241758241758242,0.061452513966480445,0.04838709677419355,0.04929577464788732,0.06531022356191911,0.043108057594125136,0.025,0.2067999613638559,0.16402447838866668,0.014533940756819921,0.043478260869565216,0.0113296561625085,0.07317073170731707,0.11363636363636363,0.12396694214876033,0.09090909090909091,0.2826086956521739,0.10461538461538461,0.06320907617504051,0.06873760740251157,0.06111111111111111
438,0.10910518053375197,0.11731843575418995,0.12903225806451613,0.11971830985915492,0.10550113036925396,0.0768172053695213,0.01,0.42306577803535206,0.14287091022984627,0.05298456196853727,0.0771960958296362,0.04130299572660714,0.10388437217705511,0.2727272727272727,0.08264462809917356,0.09090909090909091,0.5434782608695652,0.14153846153846153,0.10737439222042139,0.1024454725710509,0.11666666666666667
59,0.003924646781789639,0.0,0.0,0.0,0.0025119316754584277,0.0010312125900795398,0.145,0.03380662609871535,0.023996530622078738,5.682930371474215e-05,0.0008873114463176575,4.43001140629928e-05,0.0036133694670280035,0.0,0.0,0.0,0.13043478260869565,0.006153846153846154,0.0032414910858995136,0.0013218770654329147,0.0
514,0.005494505494505495,0.0,0.0,0.0,0.002260738507912585,0.0008871917895723027,0.15,0.032164589973920604,0.021683612007902472,4.656612890424627e-05,0.0008873114463176575,3.6328707107705005e-05,0.0036133694670280035,0.0,0.008264462809917356,0.0,0.08695652173913043,0.009230769230769232,0.002025931928687196,0.0026437541308658294,0.0
510,0.008634222919937205,0.00558659217877095,0.0,0.0,0.006531022356191912,0.0032636828632399773,0.12,0.04056795131845842,0.06331614706307521,0.0002158433206969623,0.00354924578527063,0.00016824895827759065,0.007226738934056007,0.0,0.008264462809917356,0.0,0.13043478260869565,0.03076923076923077,0.005672609400324149,0.007931262392597489,0.005555555555555556
401,0.0031397174254317113,0.00558659217877095,0.0,0.0,0.0035167043456417984,0.0015901434175100905,0.165,0.028977108084613155,0.043174480797956924,7.512047914833009e-05,0.001774622892635315,5.8544103540474264e-05,0.0027100271002710027,0.0,0.0,0.0,0.10869565217391304,0.018461538461538463,0.0032414910858995136,0.0039656311962987445,0.005555555555555556
337,0.00706436420722135,0.00558659217877095,0.0,0.007042253521126761,0.004270283848279327,0.001908349539370023,0.07,0.0676132521974307,0.022213655856984534,0.00021034386087337081,0.001774622892635315,0.0001639365577935825,0.007226738934056007,0.0,0.0,0.0,0.15217391304347827,0.012307692307692308,0.004051863857374392,0.004626569729015202,0.005555555555555556
259,0.004709576138147566,0.0,0.0,0.0,0.0017583521728208992,0.0006642109197931306,0.25,0.01931807205640877,0.027056329205416084,2.0917505103787426e-05,0.0008873114463176575,1.6334850318212685e-05,0.0036133694670280035,0.0,0.008264462809917356,0.0,0.06521739130434782,0.009230769230769232,0.0016207455429497568,0.0019828155981493722,0.0
85,0.07927786499215071,0.1340782122905028,0.024193548387096774,0.02112676056338028,0.06204471238382316,0.04400471276278621,0.025,0.18516372066067807,0.18700910711704333,0.01328311865509718,0.044365572315882874,0.010354596277313747,0.08310749774164408,0.06818181818181818,0.04132231404958678,0.0,0.34782608695652173,0.14461538461538462,0.05713128038897893,0.07005948446794448,0.13333333333333333
157,0.002354788069073783,0.0,0.0,0.0,0.0017583521728208992,0.00047316895443856144,0.43,0.01130107215299913,0.03303136895870477,8.69389626642278e-06,0.0008873114463176575,6.795297732376477e-06,0.0018066847335140017,0.0,0.0,0.0,0.0,0.009230769230769232,0.0,0.004626569729015202,0.0
224,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
392,0.03532182103610675,0.0446927374301676,0.04032258064516129,0.04225352112676056,0.032906304948505403,0.020914067786184414,0.035,0.13020380566019513,0.12639136510384041,0.004439642669408181,0.02129547471162378,0.0034608320672190845,0.03523035230352303,0.06818181818181818,0.01652892561983471,0.0,0.2826086956521739,0.08307692307692308,0.0320097244732577,0.034368803701255786,0.044444444444444446
444,0.04631083202511774,0.0446927374301676,0.03225806451612903,0.028169014084507043,0.02738005526249686,0.016946546103217077,0.025,0.21414082874529122,0.062280152267142105,0.005915006644707197,0.01685891748003549,0.004610936208423804,0.03432700993676603,0.38636363636363635,0.01652892561983471,0.0,0.391304347826087,0.055384615384615386,0.027147487844408427,0.02775941837409121,0.044444444444444446
378,0.0031397174254317113,0.0,0.0,0.0,0.001004772670183371,0.0003433432225644811,0.335,0.014488554042306577,0.018647906326796127,8.107163042229276e-06,0.0,6.337921923466521e-06,0.0018066847335140017,0.0,0.008264462809917356,0.0,0.043478260869565216,0.006153846153846154,0.0008103727714748784,0.0013218770654329147,0.0
115,0.002354788069073783,0.0,0.0,0.0,0.001004772670183371,0.0003433432225644811,0.335,0.014488554042306577,0.018647906326796127,8.107163042229276e-06,0.0,6.337921923466521e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.006153846153846154,0.0008103727714748784,0.0013218770654329147,0.0
217,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
463,0.03453689167974882,0.0446927374301676,0.04032258064516129,0.04225352112676056,0.032906304948505403,0.020914067786184414,0.035,0.13020380566019513,0.12639136510384041,0.004439642669408181,0.02129547471162378,0.0034608320672190845,0.03523035230352303,0.06818181818181818,0.008264462809917356,0.0,0.2826086956521739,0.08307692307692308,0.0320097244732577,0.034368803701255786,0.044444444444444446
106,0.01098901098901099,0.027932960893854747,0.0,0.028169014084507043,0.010801306204471239,0.005318714778485954,0.115,0.04211339708297112,0.09931094299619332,0.0003654463230276343,0.005323868677905945,0.0002848797895496292,0.011743450767841012,0.0,0.0,0.0,0.10869565217391304,0.033846153846153845,0.01094003241491086,0.010575016523463317,0.027777777777777776
41,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
232,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
279,0.008634222919937205,0.00558659217877095,0.0,0.007042253521126761,0.0035167043456417984,0.001330787684358454,0.085,0.05795421616922631,0.01806967667325206,0.00012572854804146494,0.001774622892635315,9.80091019092761e-05,0.007226738934056007,0.022727272727272728,0.0,0.0,0.10869565217391304,0.006153846153846154,0.004051863857374392,0.0026437541308658294,0.005555555555555556
493,0.03296703296703297,0.027932960893854747,0.03225806451612903,0.028169014084507043,0.02637528259231349,0.01668275441111758,0.02,0.21732831063459868,0.060400905893123885,0.00591054560955817,0.01685891748003549,0.004607473220156342,0.028906955736224028,0.0,0.0743801652892562,0.0,0.41304347826086957,0.06153846153846154,0.024311183144246355,0.029742233972240583,0.027777777777777776
460,0.10675039246467818,0.1005586592178771,0.03225806451612903,0.1056338028169014,0.08188897261994474,0.05845174386418159,0.02,0.2520042499758524,0.1825519202043078,0.02401010607931802,0.0585625554569654,0.01871660217341064,0.1011743450767841,0.20454545454545456,0.11570247933884298,0.0,0.41304347826086957,0.14153846153846153,0.08346839546191248,0.07931262392597488,0.1
234,0.003924646781789639,0.0111731843575419,0.0,0.0,0.005777442853554383,0.00262638342773054,0.105,0.045494059692842655,0.04539102780320917,0.0001949630684962983,0.0026619343389529724,0.00015197944736065083,0.0036133694670280035,0.0,0.0,0.0,0.10869565217391304,0.021538461538461538,0.004862236628849271,0.007270323859881031,0.011111111111111112
110,0.002354788069073783,0.0,0.0,0.0,0.0012559658377292139,0.0004586781552088805,0.2,0.02414759007051096,0.014937599383221704,1.805368817617628e-05,0.0008873114463176575,1.4047971273662907e-05,0.0018066847335140017,0.0,0.0,0.0,0.08695652173913043,0.003076923076923077,0.0016207455429497568,0.0006609385327164573,0.0
365,0.04945054945054945,0.0223463687150838,0.0,0.028169014084507043,0.04722431549861844,0.029745766320780163,0.03,0.1510673234811166,0.15491736134534764,0.0073268451069550405,0.030168589174800357,0.005711513083463702,0.045167118337850046,0.0,0.05785123966942149,0.0,0.2391304347826087,0.08615384615384615,0.04659643435980551,0.04824851288830139,0.022222222222222223
22,0.007849293563579277,0.0,0.0,0.0,0.006028636021100226,0.00319536909544291,0.135,0.036414565826330535,0.06907435069628488,0.00018964521657543337,0.00354924578527063,0.0001478630650804612,0.007226738934056007,0.0,0.008264462809917356,0.0,0.13043478260869565,0.04,0.004051863857374392,0.009253139458030404,0.0
111,0.14678178963893249,0.03910614525139665,0.024193548387096774,0.028169014084507043,0.1276061291132881,0.10207762573282042,0.025,0.18448758813870378,0.4353105575097576,0.030707037190746654,0.10204081632653061,0.02393702431690759,0.12285456187895212,0.20454545454545456,0.3305785123966942,0.0,0.391304347826087,0.28,0.13168557536466774,0.1209517514871117,0.03888888888888889
66,0.01726844583987441,0.00558659217877095,0.0,0.007042253521126761,0.020849032906304948,0.012067878452358984,0.05,0.10035738433304357,0.0946369199633788,0.001974124468766616,0.012422360248447206,0.0015388735787781806,0.016260162601626018,0.0,0.01652892561983471,0.0,0.21739130434782608,0.055384615384615386,0.01985413290113452,0.02247191011235955,0.005555555555555556
26,0.05729984301412873,0.061452513966480445,0.024193548387096774,0.028169014084507043,0.04822908816880181,0.03357577327636379,0.025,0.19240799768183137,0.13732954271671566,0.010530906768630843,0.03371783496007098,0.008209177036519695,0.05058717253839205,0.11363636363636363,0.06611570247933884,0.0,0.45652173913043476,0.11384615384615385,0.0506482982171799,0.044282881692002646,0.05
28,0.004709576138147566,0.0,0.0,0.0,0.004019090680733484,0.0017391916381582374,0.335,0.014488554042306577,0.09446826964776177,4.108063891932606e-05,0.001774622892635315,3.2016306623696865e-05,0.004516711833785004,0.0,0.0,0.0,0.043478260869565216,0.018461538461538463,0.0032414910858995136,0.005287508261731659,0.0
420,0.0423861852433281,0.05027932960893855,0.0,0.035211267605633804,0.030394373273046973,0.019454933022934502,0.025,0.1874818893074471,0.0816508456608683,0.005947016201715977,0.019520851818988466,0.0046358958597100325,0.03342366757000903,0.045454545454545456,0.08264462809917356,0.36363636363636365,0.391304347826087,0.07076923076923076,0.029983792544570502,0.031064111037673495,0.05
164,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
270,0.014913657770800628,0.00558659217877095,0.0,0.007042253521126761,0.007786988193921126,0.0038681562025352396,0.08,0.05978943301458515,0.05093239531633981,0.00037686899444784594,0.00354924578527063,0.00029376594812273693,0.014453477868112014,0.0,0.008264462809917356,0.0,0.17391304347826086,0.024615384615384615,0.008103727714748784,0.007270323859881031,0.005555555555555556
92,0.023547880690737835,0.0223463687150838,0.0,0.014084507042253521,0.041698065812609895,0.02553278824269782,0.025,0.17627740751473003,0.113983520454874,0.007337257293378029,0.025732031943212066,0.005719615169221535,0.04607046070460705,0.0,0.11570247933884298,0.0,0.21739130434782608,0.04,0.018638573743922204,0.019167217448777262,0.022222222222222223
263,0.0007849293563579278,0.0,0.0,0.0,0.001004772670183371,0.0003433432225644811,0.335,0.014488554042306577,0.018647906326796127,8.107163042229276e-06,0.0,6.337921923466521e-06,0.0,0.0,0.0,0.0,0.043478260869565216,0.006153846153846154,0.0008103727714748784,0.0013218770654329147,0.0
206,0.011773940345368918,0.01675977653631285,0.016129032258064516,0.007042253521126761,0.012057272042200452,0.007039571119659697,0.06,0.0823915773205834,0.06721919722449766,0.0009456602891745428,0.00709849157054126,0.000737159125160302,0.011743450767841012,0.0,0.0,0.09090909090909091,0.2608695652173913,0.04923076923076923,0.01094003241491086,0.013879709187045605,0.016666666666666666
355,0.022762951334379906,0.0223463687150838,0.0,0.02112676056338028,0.014318010550113038,0.008245856222881504,0.065,0.07611320390225056,0.08531296679998071,0.001022480432027878,0.007985803016858917,0.0007970753561275061,0.02077687443541102,0.0,0.04132231404958678,0.0,0.2391304347826087,0.04923076923076923,0.014586709886547812,0.013879709187045605,0.022222222222222223
273,0.02511773940345369,0.01675977653631285,0.016129032258064516,0.02112676056338028,0.020849032906304948,0.012067878452358984,0.055,0.08557905920989084,0.11094781477376764,0.0016838125947259835,0.012422360248447206,0.0013126032321702983,0.02168021680216802,0.06818181818181818,0.024793388429752067,0.09090909090909091,0.21739130434782608,0.055384615384615386,0.02188006482982172,0.019167217448777262,0.016666666666666666
38,0.008634222919937205,0.0111731843575419,0.0,0.007042253521126761,0.007033408691283597,0.0035762701037659523,0.085,0.05795421616922631,0.04854719799547053,0.0003378698614905397,0.00354924578527063,0.0002633831265308613,0.008130081300813009,0.0,0.008264462809917356,0.0,0.17391304347826086,0.027692307692307693,0.006482982171799027,0.007931262392597489,0.011111111111111112
145,0.002354788069073783,0.0,0.0,0.0,0.001004772670183371,0.0003433432225644811,0.335,0.014488554042306577,0.018647906326796127,8.107163042229276e-06,0.0,6.337921923466521e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.006153846153846154,0.0008103727714748784,0.0013218770654329147,0.0
458,0.03532182103610675,0.0335195530726257,0.0,0.02112676056338028,0.033157498116051246,0.02017444556427764,0.025,0.1883512025499855,0.0842769720040476,0.006194598995874072,0.020408163265306124,0.00482884311166876,0.03432700993676603,0.022727272727272728,0.01652892561983471,0.0,0.30434782608695654,0.06153846153846154,0.03241491085899514,0.034368803701255786,0.03333333333333333
348,0.004709576138147566,0.0,0.0,0.0,0.0012559658377292139,0.0004586781552088805,0.2,0.02414759007051096,0.014937599383221704,1.805368817617628e-05,0.0008873114463176575,1.4047971273662907e-05,0.0027100271002710027,0.0,0.008264462809917356,0.0,0.08695652173913043,0.003076923076923077,0.0016207455429497568,0.0006609385327164573,0.0
276,0.0031397174254317113,0.0,0.0,0.0,0.001004772670183371,0.0003433432225644811,0.25,0.01931807205640877,0.013973883293981592,1.0812655131565983e-05,0.0,8.428782764197745e-06,0.0018066847335140017,0.022727272727272728,0.0,0.0,0.06521739130434782,0.003076923076923077,0.0012155591572123178,0.0006609385327164573,0.0
119,0.004709576138147566,0.0,0.0,0.0,0.002260738507912585,0.0008871917895723027,0.15,0.032164589973920604,0.021683612007902472,4.656612890424627e-05,0.0008873114463176575,3.6328707107705005e-05,0.0036133694670280035,0.0,0.0,0.0,0.08695652173913043,0.009230769230769232,0.002025931928687196,0.0026437541308658294,0.0
129,0.06357927786499215,0.05027932960893855,0.024193548387096774,0.028169014084507043,0.0452147701582517,0.02956596211809351,0.025,0.20670337100357383,0.11258613212547583,0.009961202777777622,0.0292812777284827,0.007765065126068128,0.053297199638663056,0.045454545454545456,0.15702479338842976,0.0,0.34782608695652173,0.08923076923076922,0.043354943273905995,0.04824851288830139,0.05
291,0.0007849293563579278,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
389,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
379,0.02433281004709576,0.01675977653631285,0.0,0.007042253521126761,0.015573976387842251,0.009050834906620108,0.08,0.060851926977687626,0.11704331903821134,0.0008978555012414437,0.008873114463176577,0.0006999156664347771,0.018970189701897018,0.045454545454545456,0.049586776859504134,0.09090909090909091,0.17391304347826086,0.06153846153846154,0.013776337115072933,0.018506278916060808,0.016666666666666666
104,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
148,0.04317111459968603,0.01675977653631285,0.0,0.02112676056338028,0.025119316754584276,0.015195525241197877,0.035,0.14111851637206607,0.08475883004866766,0.0034946389626511892,0.015084294587400179,0.002724195657268966,0.036133694670280034,0.06818181818181818,0.024793388429752067,0.0,0.30434782608695654,0.05846153846153846,0.025526742301458672,0.024454725710508923,0.016666666666666666
447,0.04395604395604396,0.03910614525139665,0.056451612903225805,0.04929577464788732,0.039939713639788994,0.02321780913310716,0.04,0.12624360088863132,0.1447019707994025,0.00477880706928226,0.023070097604259095,0.003725195284769039,0.04065040650406504,0.09090909090909091,0.049586776859504134,0.0,0.17391304347826086,0.06461538461538462,0.03970826580226904,0.0403172504957039,0.03888888888888889
101,0.012558869701726845,0.027932960893854747,0.0,0.028169014084507043,0.012308465209746294,0.00639073819088582,0.07,0.07080073408673815,0.0710017828747651,0.0007379381013584811,0.006211180124223603,0.0005752480888061779,0.011743450767841012,0.0,0.01652892561983471,0.0,0.15217391304347827,0.036923076923076927,0.01094003241491086,0.014540647719762063,0.027777777777777776
396,0.022762951334379906,0.0111731843575419,0.0,0.014084507042253521,0.014066817382567194,0.007624821970180893,0.045,0.1105959625229402,0.05423312292198718,0.0013753166473482422,0.007985803016858917,0.0010720888960849349,0.02168021680216802,0.0,0.024793388429752067,0.09090909090909091,0.2391304347826087,0.033846153846153845,0.014181523500810372,0.013879709187045605,0.011111111111111112
95,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009033423667570009,0.0,0.0,0.0,0.06521739130434782,0.012307692307692308,0.0012155591572123178,0.0039656311962987445,0.0
515,0.01020408163265306,0.0111731843575419,0.0,0.0,0.007786988193921126,0.0037853516355084915,0.11,0.043465662126919734,0.06852021394497182,0.00026822090248845853,0.00354924578527063,0.00020908608407312236,0.008130081300813009,0.0,0.024793388429752067,0.0,0.10869565217391304,0.03076923076923077,0.006482982171799027,0.00991407799074686,0.011111111111111112
204,0.019623233908948195,0.0223463687150838,0.0,0.007042253521126761,0.01281085154483798,0.006754486824610465,0.045,0.11156186612576066,0.04763166771069243,0.001228428450332688,0.00709849157054126,0.0009576142650549004,0.02168021680216802,0.0,0.0,0.0,0.21739130434782608,0.03076923076923077,0.012155591572123177,0.013879709187045605,0.022222222222222223
20,0.003924646781789639,0.0,0.0,0.0,0.0037678975131876413,0.0016963107016622425,0.175,0.02762484304066454,0.04837854767985351,7.631257204827879e-05,0.001774622892635315,5.9458855158294165e-05,0.004516711833785004,0.0,0.0,0.0,0.08695652173913043,0.021538461538461538,0.0028363047001620746,0.005287508261731659,0.0
7,0.0015698587127158557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009033423667570009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,0.01020408163265306,0.00558659217877095,0.0,0.007042253521126761,0.015071590052750565,0.009099926185643108,0.055,0.09098811938568531,0.07866332578422397,0.0013504875874164983,0.008873114463176577,0.001052748433308171,0.01084010840108401,0.0,0.0,0.0,0.2608695652173913,0.06153846153846154,0.012560777957860616,0.019167217448777262,0.005555555555555556
4,0.13657770800627944,0.13966480446927373,0.08870967741935484,0.08450704225352113,0.12534539060537553,0.09238505543174302,0.015,0.2847483821114653,0.2552883920397051,0.04288883430096818,0.09228039041703638,0.033433126200897355,0.12827461607949414,0.1590909090909091,0.15702479338842976,0.36363636363636365,0.3695652173913043,0.17846153846153845,0.12520259319286872,0.1255783212161269,0.1388888888888889
349,0.02511773940345369,0.027932960893854747,0.0,0.007042253521126761,0.020597839738759106,0.011537633492791272,0.04,0.12392543224186227,0.07324242278224835,0.0023314496589133503,0.011535048802129548,0.0018174154464043431,0.016260162601626018,0.06818181818181818,0.0743801652892562,0.0,0.21739130434782608,0.046153846153846156,0.019043760129659644,0.023132848645076007,0.027777777777777776
441,0.04866562009419152,0.03910614525139665,0.04838709677419355,0.04225352112676056,0.04848028133634765,0.033168552244950106,0.025,0.18564667246208827,0.14063027032236303,0.01003621149821658,0.032830523513753325,0.007823543890207329,0.044263775971093045,0.045454545454545456,0.08264462809917356,0.0,0.3695652173913043,0.11384615384615385,0.046191247974068074,0.05221414408460013,0.03888888888888889
488,0.17739403453689168,0.1452513966480447,0.04838709677419355,0.1056338028169014,0.14945993468977645,0.11442230802352596,0.015,0.29112334589008015,0.3092564930371513,0.05430871175344554,0.11446317657497783,0.04233522758791563,0.15176151761517614,0.4772727272727273,0.24793388429752067,0.36363636363636365,0.41304347826086957,0.2153846153846154,0.15559157212317667,0.1394580304031725,0.14444444444444443
134,0.0007849293563579278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.029042386185243328,0.0111731843575419,0.0,0.014084507042253521,0.03340869128359709,0.021368605713041958,0.03,0.15560707041437263,0.10805666650604732,0.005420953986871816,0.02129547471162378,0.004225825777321621,0.028906955736224028,0.022727272727272728,0.01652892561983471,0.0,0.30434782608695654,0.08307692307692308,0.030388978930307942,0.038334434897554524,0.011111111111111112
8,0.01020408163265306,0.00558659217877095,0.0,0.007042253521126761,0.0052750565184626974,0.0026024292494120876,0.085,0.05592581860330339,0.03664530429335518,0.00023708678870307945,0.0026619343389529724,0.00018484516620089473,0.007226738934056007,0.0,0.008264462809917356,0.0,0.17391304347826086,0.021538461538461538,0.004862236628849271,0.005948446794448116,0.005555555555555556
327,0.022762951334379906,0.0223463687150838,0.016129032258064516,0.02112676056338028,0.021351419241396635,0.012479535442720534,0.04,0.12237998647734956,0.08027755023370116,0.002489071348641333,0.012422360248447206,0.0019403188601985753,0.018066847335140017,0.06818181818181818,0.04132231404958678,0.0,0.2391304347826087,0.055384615384615386,0.019043760129659644,0.02511566424322538,0.022222222222222223
431,0.07535321821036106,0.0335195530726257,0.016129032258064516,0.035211267605633804,0.053252951519718664,0.034793296142253516,0.03,0.15637979329662902,0.17510721341492796,0.008868472683684799,0.03460514640638865,0.006913235351673972,0.05510388437217705,0.5909090909090909,0.06611570247933884,0.0,0.2826086956521739,0.09846153846153846,0.055915721231766614,0.048909451421017845,0.03333333333333333
390,0.003924646781789639,0.0,0.0,0.0,0.002009545340366742,0.0006878693675150587,0.25,0.01931807205640877,0.028020045294656196,2.166721977914579e-05,0.0008873114463176575,1.685756552839549e-05,0.0036133694670280035,0.0,0.0,0.0,0.043478260869565216,0.009230769230769232,0.0016207455429497568,0.0026437541308658294,0.0
374,0.038461538461538464,0.0111731843575419,0.0,0.014084507042253521,0.03089675960813866,0.018167322005668566,0.03,0.1534820824881677,0.09314316002505661,0.004545259306375903,0.017746228926353153,0.003543159712822877,0.03523035230352303,0.045454545454545456,0.03305785123966942,0.0,0.2608695652173913,0.055384615384615386,0.0320097244732577,0.029081295439524125,0.011111111111111112
255,0.002354788069073783,0.0,0.0,0.0,0.001004772670183371,0.0003433432225644811,0.335,0.014488554042306577,0.018647906326796127,8.107163042229276e-06,0.0,6.337921923466521e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.006153846153846154,0.0008103727714748784,0.0013218770654329147,0.0
