,top-left-square,top-middle-square,top-right-square,middle-left-square,middle-middle-square,middle-right-square,bottom-left-square,bottom-middle-square,bottom-right-square
110,1.0,1.0,0.0,0.625,1.0,0.0,0.6103286384976526,0.625,1.0
943,1.0,1.0,0.6103286384976526,0.625,0.6040268456375839,1.0,1.0,1.0,0.6103286384976526
162,1.0,0.625,0.6103286384976526,1.0,0.6040268456375839,0.0,1.0,0.0,1.0
875,0.6103286384976526,0.0,0.0,0.625,1.0,1.0,0.6103286384976526,0.0,1.0
132,1.0,0.625,1.0,0.625,0.6040268456375839,1.0,0.6103286384976526,1.0,1.0
237,1.0,0.0,1.0,0.0,1.0,0.625,0.6103286384976526,0.625,1.0
808,0.6103286384976526,0.625,1.0,0.625,1.0,1.0,0.6103286384976526,1.0,0.0
496,0.0,1.0,0.6103286384976526,1.0,1.0,1.0,0.6103286384976526,0.625,0.0
248,1.0,0.0,0.6103286384976526,1.0,0.6040268456375839,1.0,1.0,0.0,0.6103286384976526
48,1.0,1.0,1.0,0.625,0.0,0.0,0.0,0.625,0.0
871,0.6103286384976526,0.0,0.0,1.0,0.6040268456375839,1.0,1.0,0.0,0.6103286384976526
2,1.0,1.0,1.0,1.0,0.6040268456375839,0.625,0.6103286384976526,0.625,1.0
314,0.6103286384976526,1.0,1.0,0.0,1.0,0.0,0.6103286384976526,1.0,0.6103286384976526
586,0.0,0.625,0.0,0.0,0.6040268456375839,0.0,1.0,1.0,1.0
539,0.0,0.625,1.0,0.625,1.0,0.625,1.0,0.0,1.0
446,0.6103286384976526,0.0,1.0,0.0,1.0,1.0,0.6103286384976526,0.625,1.0
624,0.0,0.0,0.0,0.625,0.0,0.625,1.0,1.0,1.0
602,0.0,0.0,1.0,0.0,1.0,0.625,1.0,0.625,0.0
538,0.0,0.625,1.0,0.625,1.0,0.625,1.0,1.0,0.0
297,0.6103286384976526,1.0,1.0,1.0,0.6040268456375839,1.0,0.6103286384976526,0.625,1.0
81,1.0,1.0,0.6103286384976526,1.0,0.6040268456375839,0.625,1.0,0.0,0.0
231,1.0,0.0,1.0,0.625,1.0,0.0,1.0,0.625,0.6103286384976526
860,0.6103286384976526,0.0,1.0,0.625,1.0,0.0,0.6103286384976526,0.0,1.0
90,1.0,1.0,0.6103286384976526,0.625,1.0,0.625,0.0,1.0,0.0
161,1.0,0.625,0.6103286384976526,1.0,0.6040268456375839,0.0,1.0,1.0,0.0
102,1.0,1.0,0.0,1.0,0.6040268456375839,0.625,1.0,0.0,0.6103286384976526
303,0.6103286384976526,1.0,1.0,0.625,1.0,0.0,1.0,0.625,0.0
949,1.0,0.625,1.0,0.625,0.6040268456375839,1.0,1.0,1.0,0.6103286384976526
856,0.6103286384976526,0.0,1.0,0.625,1.0,1.0,0.6103286384976526,1.0,0.6103286384976526
653,1.0,1.0,0.6103286384976526,0.0,0.6040268456375839,1.0,0.6103286384976526,0.0,0.0
318,0.6103286384976526,1.0,0.6103286384976526,1.0,1.0,1.0,1.0,0.625,0.6103286384976526
113,1.0,0.625,1.0,1.0,1.0,0.625,1.0,0.625,0.6103286384976526
884,0.0,1.0,1.0,0.625,0.6040268456375839,0.625,1.0,0.625,1.0
532,0.0,0.625,1.0,1.0,0.6040268456375839,1.0,0.6103286384976526,0.0,1.0
462,0.6103286384976526,0.0,0.6103286384976526,1.0,1.0,1.0,0.0,1.0,0.6103286384976526
209,1.0,0.625,0.0,0.625,1.0,0.625,1.0,0.0,1.0
468,0.6103286384976526,0.0,0.6103286384976526,0.625,0.0,1.0,1.0,1.0,1.0
910,0.0,1.0,0.0,0.625,0.6040268456375839,0.625,1.0,1.0,0.0
847,0.6103286384976526,0.625,0.0,1.0,0.6040268456375839,1.0,1.0,1.0,0.6103286384976526
660,1.0,1.0,0.0,1.0,1.0,0.625,0.6103286384976526,0.625,0.6103286384976526
389,0.6103286384976526,0.625,1.0,0.625,0.0,1.0,1.0,0.0,1.0
561,0.0,0.625,1.0,0.0,0.0,1.0,0.0,0.625,1.0
585,0.0,0.625,0.0,0.625,0.0,0.0,1.0,1.0,1.0
232,1.0,0.0,1.0,0.625,1.0,0.0,0.6103286384976526,0.625,1.0
459,0.6103286384976526,0.0,0.6103286384976526,1.0,1.0,1.0,1.0,0.0,0.6103286384976526
705,1.0,0.0,1.0,1.0,1.0,0.625,0.6103286384976526,0.625,0.6103286384976526
288,1.0,0.0,0.0,0.625,1.0,0.625,0.6103286384976526,1.0,1.0
182,1.0,0.625,0.6103286384976526,0.0,1.0,0.0,1.0,0.625,1.0
23,1.0,1.0,1.0,0.625,0.6040268456375839,1.0,0.6103286384976526,0.625,1.0
788,0.6103286384976526,1.0,0.0,1.0,0.6040268456375839,1.0,0.0,0.0,0.6103286384976526
47,1.0,1.0,1.0,0.625,0.0,0.0,0.6103286384976526,0.0,0.0
735,1.0,0.0,0.0,1.0,0.0,1.0,0.6103286384976526,0.625,0.6103286384976526
62,1.0,1.0,1.0,0.0,0.6040268456375839,0.625,0.0,0.0,0.0
842,0.6103286384976526,0.625,0.6103286384976526,0.0,1.0,0.0,1.0,0.0,1.0
210,1.0,0.625,0.0,0.625,1.0,0.625,0.0,1.0,1.0
362,0.6103286384976526,1.0,0.0,0.0,1.0,0.0,0.6103286384976526,1.0,0.0
947,1.0,0.625,1.0,1.0,0.6040268456375839,0.625,0.6103286384976526,1.0,1.0
560,0.0,0.625,1.0,0.0,0.0,1.0,0.6103286384976526,0.0,1.0
746,0.6103286384976526,1.0,1.0,1.0,0.6040268456375839,0.0,0.6103286384976526,1.0,0.6103286384976526
945,1.0,0.625,1.0,1.0,1.0,0.625,0.6103286384976526,1.0,0.6103286384976526
342,0.6103286384976526,1.0,0.6103286384976526,0.0,1.0,0.0,0.0,1.0,0.0
848,0.6103286384976526,0.625,0.0,1.0,0.6040268456375839,1.0,1.0,0.625,1.0
411,0.6103286384976526,0.625,0.0,1.0,1.0,1.0,0.6103286384976526,0.0,1.0
238,1.0,0.0,1.0,0.0,0.6040268456375839,1.0,0.6103286384976526,0.625,1.0
528,0.0,0.625,1.0,1.0,1.0,1.0,0.0,0.625,0.6103286384976526
287,1.0,0.0,0.0,0.625,1.0,0.625,1.0,0.625,1.0
881,0.0,1.0,1.0,1.0,0.0,0.0,0.6103286384976526,0.625,0.6103286384976526
204,1.0,0.625,0.0,1.0,0.0,0.625,1.0,0.0,0.0
638,1.0,1.0,0.6103286384976526,1.0,0.0,0.625,0.6103286384976526,1.0,0.6103286384976526
942,1.0,1.0,0.6103286384976526,0.625,1.0,1.0,1.0,0.625,0.6103286384976526
731,1.0,0.0,0.6103286384976526,0.0,0.6040268456375839,1.0,0.6103286384976526,0.0,1.0
320,0.6103286384976526,1.0,0.6103286384976526,1.0,1.0,1.0,0.6103286384976526,0.625,1.0
43,1.0,1.0,1.0,0.625,0.0,0.625,0.0,0.0,0.0
147,1.0,0.625,0.6103286384976526,1.0,1.0,1.0,0.6103286384976526,0.0,0.0
621,0.0,0.0,0.0,1.0,1.0,1.0,0.6103286384976526,0.0,0.6103286384976526
953,0.6103286384976526,1.0,1.0,1.0,0.6040268456375839,0.625,0.6103286384976526,1.0,1.0
263,1.0,0.0,0.6103286384976526,0.625,1.0,0.0,1.0,0.625,1.0
120,1.0,0.625,1.0,1.0,0.0,0.0,1.0,0.625,0.6103286384976526
188,1.0,0.625,0.0,1.0,1.0,1.0,0.6103286384976526,0.0,0.6103286384976526
