,state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
4607,0.46,0.30991735537190085,1.0,0.5181036207241448,1.0,1.0,0.0,0.4790896159317212,0.4484848484848485,0.47908299866131193,0.44267253230684633,0.48823529411764705,0.4428987382724037,0.37316455696202533,0.6685714285714286,0.3731007315700619,0.4,0.2,0.4,1.0
244,0.9,0.44214876033057854,0.010408326661329063,0.08041608321664333,1.0,1.0,0.0,0.5647226173541963,0.6,0.5647590361445783,0.736321143799835,0.35294117647058826,0.7363312843739891,0.8984810126582278,0.42857142857142855,0.8987056837366348,0.47000000000000003,0.15,0.4703703703703703,0.5723094170403588
2451,0.54,0.7479338842975206,1.0,0.5417083416683337,1.0,1.0,0.0,0.7951635846372689,0.7151515151515152,0.7951807228915664,0.5587022271102557,0.6647058823529411,0.5587188612099644,0.4410126582278481,0.5771428571428572,0.44119302194710186,0.5349999999999999,0.2,0.5351851851851852,0.6306053811659192
2858,0.02,0.5785123966942148,0.0,0.639127825565113,1.0,0.0,0.5384615384615384,0.8762446657183499,0.7454545454545455,0.8761713520749665,0.6813307671157548,0.7529411764705882,0.6813329019734713,0.38708860759493674,0.5885714285714285,0.3871693866066404,0.37,0.15,0.37037037037037035,1.0
3819,1.0,0.4793388429752066,1.0,0.03900780156031206,1.0,1.0,0.0,0.6679943100995733,0.7151515151515152,0.6680053547523428,0.5820731372009899,0.6588235294117647,0.5820122937560659,0.3721518987341772,0.5542857142857143,0.37197523916713565,0.375,0.15,0.3759259259259259,0.6306053811659192
3251,0.7,0.359504132231405,0.010408326661329063,0.28185637127425484,1.0,1.0,0.0,0.7812233285917497,0.6363636363636364,0.7811244979919679,0.4429474841902667,0.711764705882353,0.4428987382724037,0.49215189873417725,0.7028571428571428,0.4924029262802476,0.45999999999999996,0.2,0.4592592592592592,0.6306053811659192
3484,0.76,0.371900826446281,1.0,0.9201840368073615,1.0,1.0,0.0,0.39772403982930304,0.6606060606060606,0.39775769745649264,0.43167445697003026,0.5352941176470588,0.4318990617923002,0.5534177215189874,0.6971428571428572,0.5537422622397299,0.6799999999999999,0.2,0.6796296296296296,0.3716367713004484
955,0.5,0.4669421487603306,1.0,0.6477295459091819,1.0,0.0,0.6538461538461539,0.4392603129445235,0.6606060606060606,0.4392570281124498,0.6087434698927688,0.8352941176470589,0.6088644451633776,0.5278481012658228,0.5885714285714285,0.5278559369724255,0.515,0.25,0.5148148148148147,0.5723094170403588
1461,0.8,0.5950413223140496,0.010408326661329063,0.5183036607321464,1.0,1.0,0.0,0.112375533428165,0.4727272727272727,0.11244979919678715,0.726697827880121,0.6235294117647059,0.7269492073762536,0.4703797468354431,0.5142857142857142,0.4704558244231851,0.5,0.3,0.5,0.5723094170403588
4695,0.42,0.6446280991735537,0.010408326661329063,0.28005601120224044,1.0,0.0,0.5192307692307693,0.572972972972973,0.5151515151515151,0.5729585006693441,0.2785262579048666,0.35294117647058826,0.2785506308637981,0.6544303797468355,0.6457142857142857,0.654473832301632,0.595,0.25,0.5944444444444444,0.6306053811659192
4344,0.6,0.7520661157024794,0.010408326661329063,0.8647729545909182,1.0,0.0,0.7307692307692307,0.5075391180654338,0.6242424242424243,0.5075301204819277,0.5070112730272203,0.4647058823529412,0.5069556777741832,0.5146835443037975,0.5371428571428571,0.5149127743387732,0.36,0.15,0.3592592592592592,0.3716367713004484
4355,0.72,0.1322314049586777,1.0,0.7179435887177436,0.0,1.0,0.0,0.7029871977240398,0.6909090909090909,0.7029785809906292,0.4028045092108881,0.6470588235294118,0.40278227110967324,0.528860759493671,0.5371428571428571,0.5289814293753518,0.53,0.1,0.5296296296296296,0.14013452914798205
802,0.18,0.34297520661157027,0.0,0.14402880576115223,1.0,1.0,0.0,0.5433854907539118,0.5333333333333333,0.5433400267737617,0.8765466043442398,0.7,0.8767389194435459,0.6260759493670887,0.4514285714285714,0.626336522228475,0.325,0.2,0.3259259259259259,0.5723094170403588
3370,0.7,0.2190082644628099,1.0,0.07841568313662732,1.0,1.0,0.0,0.7266002844950213,0.7393939393939394,0.7265729585006694,0.06131427000274952,0.5117647058823529,0.06146878032999029,0.3863291139240506,0.4114285714285714,0.3866066404051773,0.5549999999999999,0.3,0.5555555555555555,0.5723094170403588
2499,0.08,0.49173553719008267,1.0,0.4968993798759752,1.0,1.0,0.0,0.7172119487908961,0.6666666666666666,0.7172021419009371,0.6216662084135276,0.6058823529411764,0.6218052410223228,0.39392405063291136,0.4742857142857143,0.3939223410241981,0.6900000000000001,0.15,0.6907407407407407,1.0
539,0.68,0.2396694214876033,0.010408326661329063,0.9263852770554111,1.0,1.0,0.0,0.3066856330014225,0.6848484848484848,0.30672690763052207,0.5955457794885896,0.7352941176470589,0.5956001294079586,0.5506329113924051,0.5257142857142857,0.5509285312324141,0.495,0.15,0.4944444444444444,0.6306053811659192
4753,0.3,0.34297520661157027,0.0,0.8301660332066413,1.0,1.0,0.0,0.6654338549075391,0.46060606060606063,0.6653279785809906,0.42122628540005497,0.5647058823529412,0.42122290520867034,0.5772151898734177,0.4685714285714286,0.5773776027011818,0.64,0.25,0.6407407407407407,0.3716367713004484
27,0.52,0.2190082644628099,0.010408326661329063,0.9607921584316863,1.0,1.0,0.0,0.38207681365576107,0.44242424242424244,0.3820281124497992,0.42755017871872425,0.5882352941176471,0.427693303138143,0.2584810126582278,0.38857142857142857,0.2583005064715813,0.735,0.2,0.7351851851851852,0.3716367713004484
3744,0.36,0.17768595041322313,0.0,0.6479295859171834,1.0,1.0,0.0,0.5396870554765292,0.7393939393939394,0.5396586345381527,0.4918889194390982,0.4235294117647059,0.492073762536396,0.6194936708860759,0.5314285714285715,0.6195835678109173,0.49000000000000005,0.25,0.4907407407407407,0.5723094170403588
4938,0.02,0.32644628099173556,1.0,0.4226845369073815,1.0,1.0,0.0,0.5971550497866287,0.6606060606060606,0.5970548862115127,0.6216662084135276,0.32941176470588235,0.6218052410223228,0.390379746835443,0.6914285714285714,0.3905458638154193,0.45,0.25,0.45,1.0
418,0.82,0.5247933884297521,0.010408326661329063,0.46989397879575917,1.0,0.0,0.6538461538461539,0.4048364153627312,0.44242424242424244,0.40478580990629187,0.535606268902942,0.4647058823529412,0.5357489485603364,0.6058227848101266,0.46285714285714286,0.6060776589758019,0.8,0.3,0.8,1.0
4210,0.06,0.41735537190082644,0.0,0.5003000600120024,1.0,1.0,0.0,0.48819345661450925,0.703030303030303,0.4881191432396252,0.6032444322243607,0.6529411764705882,0.6033646069233257,0.6129113924050633,0.4857142857142857,0.6128306133933596,0.605,0.2,0.6055555555555555,0.5723094170403588
4188,0.68,0.6074380165289256,0.010408326661329063,0.10782156431286258,1.0,1.0,0.0,0.6728307254623044,0.509090909090909,0.6728580990629184,0.6488864448721474,0.5588235294117647,0.648980912326108,0.5787341772151898,0.7085714285714285,0.5790658413055711,0.41500000000000004,0.3,0.4148148148148148,0.6306053811659192
1749,0.98,0.5082644628099173,1.0,0.3290658131626325,1.0,1.0,0.0,0.4477951635846373,0.6484848484848484,0.44779116465863456,0.46136926037943365,0.6588235294117647,0.4613393723714008,0.47797468354430384,0.5828571428571429,0.4783342712436691,0.44000000000000006,0.15,0.4407407407407407,0.3716367713004484
1284,0.74,0.5537190082644629,1.0,0.5125025005001,1.0,1.0,0.0,0.75049786628734,0.4,0.7505020080321285,0.6909540830354688,0.6823529411764706,0.6910384988676803,0.5065822784810127,0.64,0.5064715813168261,0.42000000000000004,0.1,0.42037037037037034,0.052690582959641255
3344,0.86,0.5743801652892562,1.0,0.2694538907781556,1.0,1.0,0.0,0.265149359886202,0.6606060606060606,0.26506024096385544,0.5433049216387132,0.6823529411764706,0.5435134260757036,0.5564556962025317,0.5371428571428571,0.5565559932470456,0.525,0.1,0.5259259259259259,1.0
3963,0.22,0.29338842975206614,0.010408326661329063,0.7031406281256252,1.0,1.0,0.0,0.43755334281650077,0.3878787878787879,0.43758366800535475,0.836953533131702,0.6235294117647059,0.8369459721772889,0.46835443037974683,0.7142857142857143,0.4682048396173326,0.42000000000000004,0.25,0.42037037037037034,1.0
4967,0.2,0.5,0.010408326661329063,0.14902980596119225,1.0,1.0,0.0,0.2654338549075391,0.6606060606060606,0.26539491298527446,0.5894968380533407,0.611764705882353,0.5894532513749595,0.4473417721518987,0.5942857142857143,0.4473832301631964,0.605,0.1,0.6055555555555555,0.5723094170403588
5,0.02,0.4834710743801653,0.0,0.671134226845369,0.0,1.0,0.0,0.6355618776671409,0.593939393939394,0.6355421686746988,0.6065438548254055,0.5941176470588235,0.6065998058880621,0.5162025316455696,0.6742857142857143,0.5166010129431626,0.315,0.3,0.31481481481481477,0.5723094170403588
3385,0.92,0.3140495867768595,0.010408326661329063,0.6749349869973995,1.0,0.0,0.6923076923076923,0.489900426742532,0.5333333333333333,0.4897925033467202,0.4443222436073687,0.6588235294117647,0.44451633775477195,0.6574683544303798,0.6571428571428571,0.6578503095104108,0.5900000000000001,0.2,0.5907407407407407,0.6306053811659192
1644,0.98,0.5082644628099173,0.0,0.2958591718343669,1.0,1.0,0.0,0.52574679943101,0.4484848484848485,0.5257697456492638,0.4814407478691229,0.49411764705882355,0.4813976059527661,0.40050632911392403,0.5428571428571428,0.4006752954417558,0.525,0.3,0.5259259259259259,1.0
2546,0.38,0.3677685950413223,0.010408326661329063,0.8267653530706142,1.0,1.0,0.0,0.4492176386913229,0.43636363636363634,0.4491298527443106,0.6433874072037393,0.5470588235294118,0.6434810740860563,0.5316455696202531,0.49142857142857144,0.5317951603826674,0.61,0.25,0.6092592592592593,0.6306053811659192
2351,0.86,0.6239669421487604,1.0,0.9951990398079615,1.0,1.0,0.0,0.40256045519203415,0.6181818181818182,0.4026104417670683,0.7231234533956558,0.5529411764705883,0.7233904885150436,0.5243037974683544,0.6457142857142857,0.5244794597636466,0.16999999999999998,0.2,0.17037037037037037,0.6306053811659192
2893,0.38,0.6157024793388429,0.010408326661329063,0.7383476695339067,1.0,0.0,0.5192307692307693,0.5968705547652916,0.6787878787878788,0.5968875502008033,0.4261754193016222,0.47058823529411764,0.42639922355224846,0.6367088607594936,0.6342857142857142,0.6370287000562747,0.36,0.3,0.3592592592592592,0.5723094170403588
2167,0.08,0.49173553719008267,0.0,0.12962592518503702,1.0,1.0,0.0,0.3834992887624467,0.5696969696969697,0.3835341365461848,0.5611767940610394,0.6235294117647059,0.5613070203817535,0.6035443037974684,0.6228571428571429,0.6038266741699494,0.335,0.4,0.3351851851851852,1.0
2585,0.62,0.3925619834710744,0.0,0.4292858571714343,1.0,1.0,0.0,0.4267425320056899,0.7393939393939394,0.426706827309237,0.6007698652735771,0.6823529411764706,0.6007764477515367,0.5377215189873418,0.5085714285714286,0.537985368598762,0.49000000000000005,0.05,0.4907407407407407,0.3716367713004484
3636,0.9,0.4669421487603306,1.0,0.6825365073014603,1.0,0.0,0.6538461538461539,0.32574679943101,0.3878787878787879,0.3258032128514056,0.6304646686829806,0.49411764705882355,0.6305402782271109,0.7311392405063292,0.38857142857142857,0.7315700619020822,0.52,0.8,0.5203703703703704,0.5723094170403588
2061,0.82,0.512396694214876,0.0,0.6931386277255451,1.0,0.0,0.6538461538461539,0.7635846372688477,0.6787878787878788,0.7635542168674699,0.6109430849601319,0.6352941176470588,0.611129084438693,0.2977215189873418,0.5828571428571429,0.29769274057400114,0.515,0.15,0.5148148148148147,0.5723094170403588
796,0.06,0.4628099173553719,1.0,0.2012402480496099,1.0,0.0,0.6153846153846154,0.5132290184921764,0.5393939393939394,0.5132195448460509,0.3557877371459995,0.7294117647058823,0.35587188612099646,0.42253164556962025,0.7085714285714285,0.42262239729881823,0.42000000000000004,0.1,0.42037037037037034,1.0
417,0.06,0.4793388429752066,0.010408326661329063,0.9493898779755952,1.0,1.0,0.0,0.6825035561877667,0.509090909090909,0.6823962516733602,0.48061589221886175,0.6235294117647059,0.4807505661598188,0.5303797468354431,0.5314285714285715,0.5306696679797411,0.49000000000000005,0.1,0.4907407407407407,0.5723094170403588
2997,0.76,0.35537190082644626,0.010408326661329063,0.014002800560112022,1.0,0.0,0.5769230769230769,0.7476529160739688,0.6909090909090909,0.7476572958500669,0.5933461644212263,0.7647058823529411,0.5933354901326432,0.3918987341772152,0.5028571428571429,0.39223410241980866,0.39,0.1,0.39074074074074067,0.5723094170403588
828,0.22,0.2603305785123967,1.0,0.9189837967593518,1.0,1.0,0.0,0.5524893314366999,0.8909090909090909,0.552376171352075,0.4767665658509761,0.5117647058823529,0.47686832740213525,0.6802531645569619,0.6514285714285715,0.6803601575689364,0.275,0.1,0.2759259259259259,0.6306053811659192
1888,0.94,0.4793388429752066,0.010408326661329063,0.5591118223644729,1.0,1.0,0.0,0.5436699857752489,0.5636363636363636,0.5436746987951808,0.7775639263128953,0.32941176470588235,0.777741831122614,0.21468354430379746,0.6742857142857143,0.21496904895891952,0.6,0.2,0.6,0.6306053811659192
1087,0.18,0.4462809917355372,0.010408326661329063,0.4634926985397079,1.0,1.0,0.0,0.6173541963015647,0.696969696969697,0.6173025435073628,0.569150398680231,0.8352941176470589,0.5693950177935944,0.6784810126582278,0.6057142857142858,0.678671918964547,0.41,0.2,0.4092592592592592,1.0
1114,0.84,0.44214876033057854,0.010408326661329063,0.25645129025805163,1.0,0.0,0.28846153846153844,0.469701280227596,0.5151515151515151,0.46971218206157966,0.7341215287324718,0.5470588235294118,0.7343901649951472,0.6346835443037975,0.6514285714285715,0.634777715250422,0.545,0.2,0.5444444444444444,1.0
3150,0.52,0.13636363636363635,1.0,0.46689337867573516,1.0,0.0,0.2692307692307692,0.4310099573257468,0.6060606060606061,0.4310575635876841,0.6838053340665383,0.7411764705882353,0.6839210611452604,0.5058227848101267,0.6857142857142857,0.505908835115363,0.5349999999999999,0.25,0.5351851851851852,0.6306053811659192
4384,0.1,0.4132231404958678,1.0,0.8847769553910783,1.0,0.0,0.75,0.4187766714082503,0.6363636363636364,0.4186746987951807,0.46411877921363764,0.5647058823529412,0.4642510514396635,0.4184810126582279,0.6742857142857143,0.4186831738885763,0.65,0.2,0.6499999999999999,1.0
4524,0.0,0.5991735537190083,0.0,0.8125625125025004,0.0,1.0,0.0,0.465149359886202,0.5151515151515151,0.46519410977242304,0.6180918339290624,0.8764705882352941,0.6182465221611129,0.640759493670886,0.6628571428571428,0.6409679234665167,0.49000000000000005,0.2,0.4907407407407407,1.0
1208,0.58,0.6322314049586777,1.0,0.377875575115023,1.0,1.0,0.0,0.5445234708392603,0.5636363636363636,0.5445113788487282,0.5647511685455046,0.7,0.5648657392429635,0.520759493670886,0.6914285714285714,0.5211029825548678,0.51,0.15,0.5092592592592592,0.3716367713004484
4184,0.4,0.5371900826446281,1.0,0.15043008601720345,1.0,1.0,0.0,0.6054054054054054,0.6545454545454545,0.6054216867469879,0.5828979928512511,0.6764705882352942,0.5829828534454868,0.5972151898734177,0.5485714285714286,0.5976364659538548,0.49000000000000005,0.55,0.4907407407407407,0.5723094170403588
2626,0.86,0.3677685950413223,0.010408326661329063,0.011002200440088018,1.0,0.0,0.5192307692307693,0.44580369843527734,0.3090909090909091,0.44578313253012053,0.6502612042892494,0.6941176470588235,0.6502749919120027,0.3118987341772152,0.6342857142857142,0.31176139561057964,0.63,0.3,0.6296296296296295,0.6306053811659192
18,0.9,0.30991735537190085,0.0,0.3060612122424485,1.0,0.0,0.6346153846153846,0.5396870554765292,0.4,0.5396586345381527,0.5850976079186143,0.38235294117647056,0.5852474927208023,0.4194936708860759,0.6171428571428571,0.41980866629150254,0.5,0.25,0.5,1.0
1003,0.72,0.21074380165289255,0.0,0.9027805561112222,1.0,0.0,0.7307692307692307,0.48165007112375535,0.5333333333333333,0.48159303882195453,0.6211163046466869,0.5705882352941176,0.6211582012293756,0.43544303797468353,0.49142857142857144,0.4355655599324705,0.41,0.15,0.4092592592592592,0.5723094170403588
1763,1.0,0.38016528925619836,0.010408326661329063,0.34986997399479897,1.0,0.0,0.8076923076923077,0.4748221906116643,0.6121212121212121,0.4747322623828648,0.7511685455045367,0.49411764705882355,0.7512131996117761,0.43291139240506327,0.6057142857142858,0.4327518289251548,0.575,0.05,0.5759259259259258,1.0
264,0.54,0.6363636363636364,0.010408326661329063,0.9477895579115824,1.0,1.0,0.0,0.7465149359886202,0.3333333333333333,0.7464859437751005,0.5350563651361012,0.6647058823529411,0.5351019087673892,0.37088607594936707,0.4857142857142857,0.37084974676420934,0.41500000000000004,0.3,0.4148148148148148,0.6306053811659192
2825,0.9,0.4049586776859504,0.0,0.2594518903780756,1.0,1.0,0.0,0.36500711237553346,0.4727272727272727,0.3649598393574297,0.5919714050041244,0.7058823529411765,0.5920414105467486,0.36379746835443033,0.8,0.36409679234665165,0.7150000000000001,0.45,0.7148148148148148,0.6306053811659192
2121,0.94,0.1859504132231405,0.0,0.04420884176835367,1.0,1.0,0.0,0.25718349928876244,0.6545454545454545,0.2571954484605087,0.7594171020071487,0.45294117647058824,0.7596247169200906,0.37088607594936707,0.6342857142857142,0.37084974676420934,0.635,0.1,0.6351851851851852,1.0
1658,0.88,0.45454545454545453,0.0,0.20764152830566113,1.0,1.0,0.0,0.5442389758179232,0.48484848484848486,0.5441767068273093,0.380808358537256,0.5529411764705883,0.3807829181494662,0.6227848101265823,0.6114285714285714,0.6229600450196962,0.32,0.15,0.32037037037037036,0.6306053811659192
3766,0.5,0.7107438016528925,1.0,0.7655531106221244,1.0,1.0,0.0,0.23357041251778093,0.45454545454545453,0.23360107095046856,0.5532031894418477,0.5588235294117647,0.5532190229699127,0.5232911392405063,0.8342857142857143,0.5233539673607204,0.48,0.1,0.4796296296296296,1.0
4304,0.38,0.2644628099173554,0.010408326661329063,0.7687537507501501,1.0,1.0,0.0,0.45035561877667146,0.4303030303030303,0.4503012048192771,0.4627440197965357,0.7,0.462956971853769,0.35417721518987344,0.68,0.3545301069217783,0.32999999999999996,0.3,0.3296296296296296,0.6306053811659192
1545,0.7,0.4380165289256198,0.0,0.8849769953990798,1.0,0.0,0.7307692307692307,0.6241820768136558,0.5575757575757576,0.6241633199464525,0.4962881495738246,0.4294117647058823,0.4962795211905532,0.26354430379746835,0.52,0.26336522228474957,0.55,0.05,0.55,0.6306053811659192
3895,0.38,0.4132231404958678,0.010408326661329063,0.46829365873174633,1.0,1.0,0.0,0.5376955903271693,0.7393939393939394,0.5376506024096386,0.4927137750893594,0.5352941176470588,0.4927208023293433,0.4729113924050633,0.9714285714285714,0.47326955543050087,0.5549999999999999,0.3,0.5555555555555555,0.5723094170403588
3117,0.74,0.4628099173553719,1.0,0.41928385677135427,1.0,1.0,0.0,0.4546230440967283,0.8666666666666667,0.4546519410977243,0.5776739070662634,0.5470588235294118,0.5778065351019087,0.44329113924050634,0.49142857142857144,0.4434440067529544,0.655,0.35,0.6555555555555556,0.6306053811659192
2555,0.54,0.78099173553719,0.010408326661329063,0.8629725945189037,1.0,1.0,0.0,0.5183499288762446,0.6121212121212121,0.518239625167336,0.5837228485015122,0.5588235294117647,0.5839534131349078,0.589873417721519,0.7028571428571428,0.590320765334834,0.465,0.2,0.46481481481481474,0.6306053811659192
3921,0.0,0.4256198347107438,1.0,0.36687337467493497,1.0,1.0,0.0,0.4953058321479374,0.5878787878787879,0.4953145917001339,0.4800659884520209,0.611764705882353,0.48010352636687154,0.46253164556962023,0.9028571428571428,0.46257737760270123,0.465,0.2,0.46481481481481474,0.3716367713004484
1889,0.82,0.371900826446281,1.0,0.3180636127225445,1.0,1.0,0.0,0.4352773826458037,0.7454545454545455,0.4352409638554217,0.3879571075061864,0.7470588235294118,0.38790035587188615,0.4341772151898734,0.4342857142857143,0.43444006752954417,0.515,0.75,0.5148148148148147,1.0
1859,0.28,0.47520661157024796,0.0,0.35027005401080213,1.0,1.0,0.0,0.46827880512091036,0.6666666666666666,0.46820615796519416,0.7440197965356063,0.6058823529411764,0.7440957618893562,0.5832911392405064,0.6228571428571429,0.5835678109172763,0.4,0.15,0.4,0.5723094170403588
1436,0.44,0.33884297520661155,0.0,0.0634126825365073,1.0,0.0,0.5,0.6440967283072546,0.7090909090909091,0.6440763052208835,0.6453120703876821,0.5705882352941176,0.645422193464898,0.3382278481012658,0.4685714285714286,0.3382104670793472,0.54,0.35,0.5407407407407407,1.0
2291,0.74,0.2809917355371901,0.010408326661329063,0.501500300060012,1.0,1.0,0.0,0.5578947368421052,0.5272727272727272,0.5578982597054887,0.6510860599395106,0.38823529411764707,0.6512455516014235,0.46151898734177216,0.42857142857142855,0.46145188519977487,0.595,0.05,0.5944444444444444,0.5723094170403588
584,0.82,0.4256198347107438,0.0,0.9871974394878976,1.0,1.0,0.0,0.6662873399715504,0.7757575757575758,0.6661646586345382,0.8058839703051967,0.5411764705882353,0.8058880621158201,0.46556962025316456,0.4514285714285714,0.46595385481148,0.49000000000000005,0.3,0.4907407407407407,0.5723094170403588
2760,0.28,0.5619834710743802,0.010408326661329063,0.2626525305061012,0.0,1.0,0.0,0.6751066856330015,0.6242424242424243,0.675033467202142,0.4858399780038493,0.49411764705882355,0.48592688450339694,0.6668354430379746,0.46285714285714286,0.666854248733821,0.71,0.2,0.7092592592592593,0.5723094170403588
1359,0.92,0.2975206611570248,1.0,0.9137827565513102,1.0,1.0,0.0,0.6196301564722617,0.5515151515151515,0.6196452476572959,0.6065438548254055,0.5705882352941176,0.6065998058880621,0.7020253164556962,0.5085714285714286,0.7023072594259989,0.515,0.3,0.5148148148148147,1.0
271,0.72,0.4793388429752066,1.0,0.1802360472094419,1.0,1.0,0.0,0.3832147937411095,0.7333333333333333,0.3831994645247657,0.4949133901567226,0.48823529411764705,0.4949854416046587,0.5086075949367089,0.5942857142857143,0.5087225661226786,0.385,0.15,0.3851851851851852,1.0
4790,0.88,0.5785123966942148,0.0,0.9293858771754351,1.0,1.0,0.0,0.5590327169274538,0.6303030303030303,0.5590696117804551,0.4814407478691229,0.6529411764705882,0.4813976059527661,0.5306329113924051,0.6285714285714286,0.5306696679797411,0.705,0.2,0.7055555555555555,0.017937219730941704
2281,0.54,0.4380165289256198,1.0,0.5043008601720345,1.0,0.0,0.7307692307692307,0.5809388335704125,0.34545454545454546,0.5808232931726908,0.5661259279626065,0.5411764705882353,0.566159818828858,0.7253164556962025,0.45714285714285713,0.7253798536859877,0.41500000000000004,0.2,0.4148148148148148,0.5723094170403588
506,0.7,0.5578512396694215,1.0,0.840368073614723,1.0,0.0,0.5961538461538461,0.40711237553342816,0.5333333333333333,0.4071285140562249,0.6505361561726698,0.38235294117647056,0.6505985118084762,0.5767088607594937,0.6857142857142857,0.5768148564997186,0.5700000000000001,0.25,0.5703703703703703,0.6306053811659192
739,0.44,0.4132231404958678,0.0,0.23744748949789957,1.0,1.0,0.0,0.5425320056899003,0.43636363636363634,0.5425033467202143,0.5735496288149574,0.6058823529411764,0.5736007764477515,0.5159493670886076,0.6342857142857142,0.5160382667416995,0.44000000000000006,0.4,0.4407407407407407,1.0
145,0.44,0.5743801652892562,1.0,0.9735947189437888,1.0,1.0,0.0,0.6597439544807966,0.6121212121212121,0.6596385542168676,0.4401979653560627,0.5529411764705883,0.44031057910061466,0.27949367088607596,0.56,0.27968486212718063,0.7150000000000001,0.3,0.7148148148148148,0.3716367713004484
241,0.66,0.5619834710743802,1.0,0.11142228445689138,0.0,1.0,0.0,0.384352773826458,0.5757575757575758,0.38437081659973227,0.3687104756667583,0.6,0.36881268197994177,0.5648101265822785,0.46285714285714286,0.5649971862689926,0.615,0.1,0.6148148148148147,0.6306053811659192
2338,0.32,0.2727272727272727,0.0,0.40548109621924383,1.0,1.0,0.0,0.3669985775248933,0.4727272727272727,0.3669678714859438,0.5169095408303547,0.6823529411764706,0.5169847945648658,0.5949367088607594,0.5828571428571429,0.5953854811480023,0.5599999999999999,0.15,0.5592592592592592,0.6306053811659192
3493,0.5,0.44214876033057854,1.0,0.41988397679535905,1.0,0.0,0.5384615384615384,0.6295874822190612,0.7090909090909091,0.6295180722891566,0.4289249381358262,0.6,0.4289873827240375,0.40329113924050636,0.45714285714285713,0.4034890264490715,0.43499999999999994,0.15,0.4351851851851852,0.5723094170403588
4850,0.0,0.49586776859504134,1.0,0.16823364672934588,1.0,1.0,0.0,0.4620199146514936,0.5272727272727272,0.46201472556894246,0.7841627715149849,0.611764705882353,0.7842122290520867,0.2972151898734177,0.7142857142857143,0.297129994372538,0.29,0.25,0.29074074074074074,0.6306053811659192
2954,0.86,0.23140495867768596,1.0,0.7971594318863773,1.0,1.0,0.0,0.45803698435277385,0.6848484848484848,0.45799866131191436,0.571899917514435,0.788235294117647,0.5719831769653834,0.5268354430379747,0.46285714285714286,0.5267304445694991,0.42000000000000004,0.2,0.42037037037037034,0.3716367713004484
2538,1.0,0.13636363636363635,0.010408326661329063,0.1278255651130226,1.0,1.0,0.0,0.3664295874822191,0.48484848484848486,0.36646586345381527,0.5738245806983777,0.5470588235294118,0.5739242963442251,0.5116455696202532,0.5885714285714285,0.5115362971299944,0.7,0.35,0.7,1.0
3843,0.7,0.3181818181818182,1.0,0.5133026605321064,1.0,0.0,0.5192307692307693,0.34679943100995736,0.5333333333333333,0.3467202141900937,0.6197415452295849,0.4411764705882353,0.619864121643481,0.22987341772151898,0.6742857142857143,0.2301631963984243,0.65,0.2,0.6499999999999999,0.3716367713004484
176,0.46,0.25206611570247933,1.0,0.861372274454891,1.0,1.0,0.0,0.4184921763869132,0.5515151515151515,0.41850736278447126,0.5235083860324443,0.6294117647058823,0.5234551924943384,0.4941772151898734,0.6571428571428571,0.494091164884637,0.61,0.15,0.6092592592592593,0.5723094170403588
1074,0.42,0.7272727272727273,1.0,0.8379675935187038,1.0,1.0,0.0,0.6623044096728308,0.6424242424242425,0.6623159303882196,0.4817156997525433,0.5705882352941176,0.48172112584923976,0.5372151898734177,0.44,0.5374226223972989,0.625,0.35,0.6259259259259259,0.6306053811659192
1887,0.72,0.4297520661157025,0.0,0.8169633926785357,0.0,0.0,0.5384615384615384,0.4440967283072546,0.5393939393939394,0.44410977242302546,0.2944734671432499,0.6705882352941176,0.29440310579100615,0.42455696202531645,0.5428571428571428,0.4248733821046708,0.735,0.15,0.7351851851851852,0.5723094170403588
3215,0.98,0.09090909090909091,0.0,0.749749949989998,1.0,0.0,0.5961538461538461,0.44551920341394025,0.509090909090909,0.4454484605087015,0.4440472917239483,0.5647058823529412,0.4441928178582983,0.7458227848101266,0.6114285714285714,0.7462014631401238,0.47000000000000003,0.3,0.4703703703703703,1.0
4677,0.72,0.3347107438016529,0.010408326661329063,0.630126025205041,1.0,1.0,0.0,0.5186344238975819,0.6424242424242425,0.518574297188755,0.7145999450096233,0.6,0.7146554513102555,0.3810126582278481,0.56,0.38097917839054585,0.545,0.3,0.5444444444444444,1.0
4973,0.56,0.3305785123966942,1.0,0.15383076615323066,1.0,1.0,0.0,0.6660028449502133,0.6363636363636364,0.6659973226238286,0.652735771240033,0.5176470588235295,0.6528631510837917,0.6091139240506329,0.4857142857142857,0.6094541361845808,0.5700000000000001,0.2,0.5703703703703703,1.0
3087,0.82,0.3181818181818182,0.010408326661329063,0.6963392678535707,1.0,1.0,0.0,0.4654338549075391,0.5333333333333333,0.46536144578313254,0.7792136376134177,0.5470588235294118,0.7793594306049823,0.6635443037974684,0.6171428571428571,0.6634777715250422,0.43,0.45,0.4296296296296296,0.5723094170403588
2135,0.02,0.4090909090909091,1.0,0.5167033406681336,1.0,1.0,0.0,0.45604551920341396,0.8363636363636363,0.4559906291834003,0.6084685180093484,0.5411764705882353,0.6085409252669038,0.3807594936708861,0.6857142857142857,0.38097917839054585,0.5599999999999999,0.1,0.5592592592592592,0.5723094170403588
