,state
5980,1
6306,1
2273,0
4759,1
13444,1
4207,0
15088,0
15475,0
7381,1
9933,1
2640,1
2001,1
13304,1
8971,1
15185,1
7950,1
4692,1
7943,0
9330,0
10679,1
2771,1
9735,1
15107,1
2623,0
14437,0
12600,0
7904,1
8778,1
2931,1
12763,0
9669,0
11669,1
15533,0
10514,0
8724,1
12281,1
2188,0
5671,1
7587,0
715,0
7282,1
10469,1
6263,1
7736,1
3997,1
7827,0
13660,1
6767,0
3953,1
10308,1
3738,1
1713,1
8087,1
7822,0
11976,1
12002,1
11574,1
14193,1
11982,1
3406,1
7754,0
8217,1
13907,1
15434,1
9316,0
9004,0
15044,0
2260,1
9515,0
6323,1
5341,1
13637,1
1382,1
12160,1
8833,1
15055,1
450,0
14892,1
9273,1
10379,1
927,1
5068,1
12287,1
15083,1
10651,1
947,0
14220,0
4030,1
8755,0
10811,1
1035,0
7748,1
13940,1
4510,1
15177,0
1613,1
11473,1
8895,1
2874,0
14814,0
2112,0
1576,0
12324,1
1510,0
10,0
6109,0
10584,1
3419,1
13470,0
4669,1
14672,1
11710,0
9147,0
10638,1
2003,1
7552,1
5786,0
9955,1
7479,1
13297,0
7814,0
13484,0
6940,1
776,0
12484,1
2747,1
8716,1
5360,1
7710,1
5811,0
12223,0
4193,0
9175,1
1792,0
4945,1
3195,1
5131,1
5466,1
3723,1
12643,1
7405,1
1327,1
4885,1
9358,1
3349,0
3441,1
2854,1
11216,1
10175,1
6546,1
8684,1
12422,1
15053,0
9481,1
4900,1
2555,1
1143,1
7939,1
11383,1
5019,0
12276,1
13547,0
5640,1
11412,0
5611,1
185,0
6941,1
13984,1
8436,0
14083,1
7378,1
598,1
15207,0
6083,1
11839,1
14249,0
6194,1
2537,0
8787,0
6963,0
11482,1
5106,1
3404,1
11903,0
11404,1
12096,1
502,1
6922,0
13954,0
2231,1
11652,1
6656,1
12467,1
8141,0
15102,0
8379,0
14347,1
5534,0
2416,1
5903,1
11705,1
5335,0
3517,1
11074,1
7160,1
7457,1
1460,0
10892,0
5690,0
3907,1
8273,1
5939,1
10946,1
9771,1
6071,0
10568,1
11029,1
3596,1
2317,1
2589,0
13530,1
6830,1
7228,1
13550,0
2727,1
6925,0
5200,1
4028,1
500,1
6132,1
8984,0
14219,0
10202,1
10666,1
8438,0
7260,0
9936,1
11827,0
15322,0
11039,1
4983,0
2955,0
15116,1
7083,0
112,1
7799,0
515,0
15360,1
10419,1
11503,1
12034,1
600,1
2888,1
8659,1
10431,1
10650,1
9988,1
9846,0
8595,1
15181,1
7178,0
11689,1
401,1
3471,1
5859,1
1788,1
12767,0
15099,1
13960,1
4876,1
11058,1
12344,1
3492,0
3175,1
10448,1
11983,1
6453,0
2742,1
4741,1
1331,1
1457,1
3768,0
7067,0
6720,1
9746,1
8746,0
10343,1
5120,0
14393,0
7963,1
2203,1
14675,0
5687,1
9494,1
8646,1
3190,1
4005,1
372,0
3956,1
13202,0
14466,1
3065,0
3880,0
484,0
14214,1
14320,0
12483,1
6679,1
12718,1
14546,0
7482,0
12945,0
15002,1
4226,0
1622,0
11799,0
13046,1
9841,1
5618,1
4797,1
12662,1
8258,1
14788,0
143,1
1690,0
12394,1
9409,0
8943,1
76,0
14524,1
10922,1
11608,1
7193,0
14291,0
10408,1
8179,1
14402,1
1631,1
416,1
11318,1
4903,1
9179,0
7962,1
14319,0
11110,1
13588,0
7880,1
10671,1
248,0
3330,1
1672,1
5503,1
8644,0
7171,1
4940,1
7517,1
10441,1
3301,1
9120,0
2753,0
13609,1
580,0
3957,0
11750,0
15299,1
10289,1
11558,0
2950,1
10913,1
413,0
11807,0
728,1
8723,1
7677,1
3719,0
12908,0
8953,1
7869,1
1750,1
9387,1
13990,0
14028,1
9984,1
1793,0
5,0
11475,1
8635,0
3777,1
12688,1
7659,1
3161,1
5394,1
1892,0
10894,1
12017,0
14804,1
5040,0
4501,0
8689,1
1789,1
541,0
10905,0
15327,0
12162,1
8386,1
2864,1
14106,1
10139,1
14559,1
15289,0
14361,0
9054,1
14226,0
6680,1
1430,1
9005,1
4722,0
6625,1
9070,1
11041,1
12972,1
12121,1
12326,1
2420,0
1181,1
9487,1
2880,1
13351,1
12868,1
820,0
680,1
6476,1
5808,0
8400,1
6285,0
13262,1
14112,1
5375,1
11283,1
2179,0
12496,1
12725,1
15534,0
6146,1
7334,0
1881,0
5735,1
2605,1
9320,1
2044,1
7054,1
13601,1
5024,0
2611,1
11253,1
4833,1
9460,1
14446,0
273,1
12762,0
9092,1
14695,0
13971,1
14617,1
986,1
2285,1
13415,0
5234,1
6695,0
10107,0
1436,1
1581,0
15231,1
2759,0
3662,0
7810,0
11069,1
11395,1
9915,1
357,0
12644,1
1057,0
1963,1
13145,1
1343,0
5667,1
1173,1
8846,0
12843,1
12370,1
4698,1
8513,1
10106,0
4126,1
15147,0
15146,0
11691,0
8741,1
8346,0
14974,1
13821,1
10788,0
711,1
13243,1
2928,1
6229,1
6210,1
14618,1
908,1
12684,1
1546,0
8036,1
7807,1
5299,1
12332,1
3486,0
3079,0
12833,1
4119,1
6842,1
2355,1
15234,0
2676,0
6281,1
10043,1
2689,0
9145,1
8143,0
8733,1
7190,1
5349,1
12730,1
6810,1
7816,0
9558,1
14033,0
5210,0
4806,1
4794,1
15243,1
8709,0
1222,0
9049,0
6454,0
5879,1
12323,1
2580,0
13512,1
2101,1
10504,1
4558,1
13942,0
2897,1
1069,0
5762,1
3792,1
187,1
14671,0
15268,0
11149,1
8420,1
4670,1
13557,1
9160,1
8614,0
9042,0
1890,0
3356,0
4824,1
11276,0
12608,0
9937,1
704,0
4939,1
8011,1
9034,0
15403,0
34,0
977,1
3689,1
1973,1
9516,0
10362,0
4979,1
13651,0
1466,0
8271,1
796,1
315,0
12243,1
12487,1
13926,0
649,0
93,0
7850,1
13775,0
7926,1
7562,0
2576,0
6266,1
6671,0
3824,0
4211,0
5543,1
9151,1
1367,1
13482,0
3045,1
10159,0
6832,1
9443,0
12847,1
11144,0
15186,1
8250,1
4515,1
1092,0
12617,1
10937,1
342,1
3794,1
7586,1
14627,0
8415,0
7740,1
85,0
7205,0
8132,1
9012,1
14397,1
2610,0
1154,1
15157,1
1509,0
12612,0
10009,1
8074,1
2544,0
11709,0
4133,1
2453,0
7634,1
10888,1
11658,1
4477,0
7510,1
2062,1
1050,1
5151,1
10051,1
691,1
1299,1
14387,1
4950,1
1997,1
5271,1
4920,1
15151,1
10842,1
4254,1
7790,1
4604,1
7396,1
15279,1
1584,0
8813,0
13074,0
5698,0
3069,0
8041,0
15104,0
13402,1
3066,1
4530,1
12476,1
13108,1
525,0
4300,1
940,0
13791,1
6593,0
698,1
2357,1
1878,1
12446,1
8893,1
10118,1
9378,1
6790,0
10948,1
11507,1
5478,1
10667,1
2830,0
11800,0
5259,1
1677,1
8987,0
3271,1
8832,1
7967,1
4099,1
4382,1
11604,0
11370,1
13518,1
11484,1
4003,1
181,1
4737,1
3410,0
2943,1
833,1
8261,1
12232,0
4466,0
3003,1
8313,1
2185,1
8267,1
7175,1
4572,1
3630,1
11353,1
9901,0
2645,1
8720,1
9310,1
1960,1
10848,1
6946,0
10086,1
239,0
3541,1
9744,1
9202,1
12860,1
2161,0
1796,0
9149,1
6630,1
7573,0
3970,0
1596,1
8224,0
1882,0
15447,0
15084,0
2098,1
8546,1
6667,0
1295,0
1113,1
12750,0
792,1
9925,0
15337,1
6435,0
14782,0
334,1
12071,1
206,0
12865,0
13977,0
4686,0
13204,1
881,0
11140,1
7090,0
3685,1
6758,1
3720,0
6511,1
10263,1
9091,1
14185,1
9106,1
13625,0
5653,1
850,1
12593,1
12384,1
1477,1
14965,0
12313,1
7298,0
5797,1
751,1
15347,1
15506,0
4246,1
5294,1
10466,1
4632,0
12140,0
10586,1
5309,0
11575,1
6906,1
4782,0
2966,1
12296,1
9649,0
8843,1
958,1
4403,0
5743,1
13458,1
11245,0
10366,0
10062,1
2140,0
8091,1
8048,1
8613,1
2390,1
1634,1
1369,0
8397,1
4858,1
980,1
7003,0
14521,0
14981,1
6805,1
14742,0
11801,0
1004,0
10718,1
10673,1
7508,1
2751,1
9504,1
2951,0
7780,1
6275,0
14350,1
208,1
9128,0
16,1
4357,0
12774,1
945,1
3715,0
3670,1
7451,1
612,0
10746,1
6514,1
422,0
12311,1
7767,1
12594,1
12559,1
1087,0
9056,1
11539,0
3984,1
4374,1
8811,1
9224,0
11811,0
5317,0
4303,0
2997,0
5252,1
11204,1
12279,1
803,0
7360,1
10969,1
15046,1
15518,1
6948,1
5093,1
14883,0
2323,0
1943,1
1853,1
8243,0
12771,1
3143,1
9347,0
2910,1
346,1
8293,1
9287,1
13285,1
8407,1
5169,1
1600,1
1931,1
14149,0
6851,1
7483,1
10698,0
3534,0
13582,0
12671,0
14582,1
3215,1
14368,0
9122,1
11960,1
10243,1
15509,0
2055,1
8414,0
8371,0
12241,1
890,1
15346,1
10215,1
11973,1
6912,0
13234,1
3636,1
5421,1
2957,1
2647,1
7114,1
8031,1
3142,1
963,1
679,0
6034,1
1620,1
4297,0
6320,1
10616,1
13070,1
11528,1
6351,1
7531,1
15477,1
9667,0
11277,0
8383,0
2163,0
15391,0
9803,0
15264,0
10552,0
5107,1
2989,1
6443,1
13095,1
8276,1
10368,1
362,1
7667,1
9842,1
8493,1
7961,1
13324,1
2856,1
6200,1
12622,1
5187,1
12681,1
9143,0
15039,1
4849,1
3774,1
12890,1
6407,0
6279,0
202,0
4263,0
1030,0
1764,1
4596,1
261,1
11737,0
13071,1
5675,1
13464,0
15175,0
11166,1
14816,0
15021,1
6685,0
7459,0
3879,0
8883,1
15464,1
15472,1
2668,1
7942,1
4488,0
9396,0
5540,1
3076,1
13109,1
3302,1
13248,1
7184,1
4424,0
9511,1
7990,1
12649,0
7450,1
3642,1
12663,1
3358,0
373,0
12875,1
7655,1
13349,1
4687,0
12087,1
3021,1
14329,1
5585,0
3964,1
7329,1
351,0
5459,1
391,0
12414,0
10242,1
13063,1
6161,1
11549,0
1157,1
12638,1
9789,0
6721,0
14476,1
4847,1
465,1
5039,0
5744,1
6211,1
5325,0
360,1
5959,0
14700,1
5446,1
4823,1
1425,1
213,1
7018,1
9586,0
8180,1
15397,0
6343,0
9989,1
6977,1
10468,1
15278,0
10691,1
2608,0
10574,1
837,1
12321,1
14690,1
2733,1
15242,1
4536,1
14297,1
8364,1
10447,1
1979,1
11622,1
10291,1
14137,0
10413,1
282,1
2065,1
12564,1
2979,1
4073,1
1065,0
10075,1
4925,1
5287,0
14173,0
9245,1
151,1
5449,1
11959,1
14697,1
9807,1
7484,1
912,1
4163,1
5966,0
14520,1
1266,1
9816,1
8841,0
10695,1
7273,1
13085,1
7265,1
2352,1
2086,1
14133,0
9438,0
237,1
2517,0
12020,1
11009,1
13290,0
8227,1
1601,1
7136,1
9924,0
897,1
7088,0
10389,1
1434,0
8159,0
203,0
12680,0
3567,0
2197,1
8576,1
11861,1
7518,1
10809,1
3186,1
12500,1
9349,0
1114,1
6471,1
12727,1
10321,1
7693,0
12198,0
4067,0
12150,1
9165,0
15427,0
5099,0
9477,0
4203,1
15222,1
4472,0
7583,0
8699,1
13433,0
10609,0
2697,1
5351,1
1190,1
12726,1
11440,1
14820,0
2136,0
14004,1
4763,1
3529,1
6801,1
4093,1
2631,0
7134,1
1511,0
5546,1
14080,1
3992,0
12831,1
6718,1
5010,0
13382,1
10065,1
8607,0
2169,0
11266,1
4809,0
6855,1
7470,1
433,1
7766,1
2680,1
12283,1
4619,0
9105,1
8885,1
7218,1
15041,0
1470,0
14231,1
3932,0
9117,0
6626,0
7100,1
8028,1
9725,1
6979,0
467,1
14019,0
8016,1
5100,1
12084,1
9589,1
7716,1
4943,1
9341,0
9577,0
10577,1
12531,1
5390,1
12777,1
10511,1
3473,0
11152,1
14806,0
3004,1
2411,1
3990,1
3604,0
12177,0
3751,1
4834,1
13135,1
7533,1
13871,1
10333,1
5486,1
7801,1
1009,0
2434,0
4555,1
13197,1
11236,1
4784,1
13306,0
652,0
706,1
14557,1
12291,0
2042,1
11493,0
6436,1
496,1
1300,1
3913,0
2824,1
5598,0
6297,1
2368,1
756,1
9369,1
9664,0
882,0
7650,1
10294,1
14065,1
1007,1
6551,0
11131,1
14668,1
12256,1
11064,1
8422,0
3830,1
2289,1
6247,0
8220,1
7391,1
2923,1
6369,1
14822,0
9365,1
10631,1
12288,1
4667,1
11116,1
7215,0
5597,1
10933,1
11287,1
7871,1
8083,1
8374,0
14638,1
4490,0
4635,0
6093,1
6425,1
15029,1
4360,0
12749,1
13207,1
12675,1
2731,1
886,0
506,1
10050,1
13398,0
12720,1
5634,1
13476,1
10000,0
14066,1
5976,1
13494,1
13632,0
1612,1
11760,0
8963,1
8390,0
14758,0
12485,1
6570,1
3295,0
9258,1
7049,1
8668,1
6764,1
8929,1
271,0
7913,1
10835,1
6868,1
10059,1
14508,0
457,1
8937,1
5916,1
252,1
12988,1
6066,1
7808,0
5307,0
11504,1
9311,1
14652,1
74,0
13179,1
3351,0
13138,0
13961,1
13300,1
4469,0
1248,1
783,0
1015,1
9676,0
11618,1
6781,0
6559,1
347,1
12834,1
14755,1
14439,0
3641,1
9022,0
8515,1
5256,1
12075,0
510,1
734,1
2402,1
15329,0
15525,1
1916,0
5116,0
4753,1
5538,1
6934,0
6740,1
11076,1
3212,1
7158,1
884,0
9836,0
12305,1
13643,1
12270,1
4911,1
11601,1
12152,1
1315,1
235,0
314,1
10069,0
7217,1
1709,1
11647,1
8965,1
1625,1
4427,0
632,1
10066,0
4946,0
69,0
12897,0
10425,1
5858,0
1081,1
8099,1
4272,1
8197,0
7768,1
4562,1
7620,1
4437,0
14362,1
5174,1
11437,1
12790,1
12978,0
12566,1
2058,1
10578,1
8534,1
692,1
11355,1
9036,1
11308,1
8892,1
1101,1
8611,0
13327,1
3851,1
9261,1
4361,0
8593,1
14844,0
13132,1
13535,1
13827,1
8206,1
3018,1
11664,1
7684,1
10941,1
7981,1
2921,1
14489,1
11350,1
13454,1
3348,1
6818,1
9465,1
13381,1
6931,0
12904,0
12356,1
2508,0
8100,1
15388,1
12306,1
7179,0
6035,1
13527,0
13777,0
14770,0
3033,1
1161,0
4933,1
14966,0
13184,1
4432,1
1333,1
2814,0
5651,1
2483,1
1131,1
15379,0
12738,1
4426,1
11251,1
4750,1
268,1
7811,0
6117,1
10315,1
7501,1
8113,1
8773,1
3679,0
12873,1
1845,0
14692,1
13664,1
14807,0
4086,1
15164,0
1985,1
13149,1
15483,0
6493,0
13824,1
11848,0
64,1
3969,0
3137,1
12386,1
9297,1
13589,0
11843,0
14565,0
173,1
1497,0
12264,1
3622,1
12906,1
14257,0
8254,1
9380,1
4978,0
2893,1
11797,0
3676,0
12041,1
13460,1
9141,1
10886,1
6474,0
14417,0
59,0
921,1
7248,0
8248,1
10637,1
2526,1
14348,1
2370,1
15,1
7863,0
1249,0
6473,1
4706,1
13364,1
5863,0
7581,0
3420,1
1398,1
6724,0
4910,1
13170,1
5507,1
6892,1
12631,1
7741,1
1557,1
6920,1
10170,1
3324,0
9377,1
11951,1
635,1
12541,1
1046,0
9428,1
4597,1
11237,1
8378,1
2690,1
2028,1
12202,1
7447,0
14842,1
14800,0
6413,1
10561,0
30,0
2488,1
5665,1
12509,1
14797,1
1396,1
5073,1
201,0
6670,0
188,1
10813,1
11921,1
13648,0
2427,0
1102,1
9623,1
14577,1
6287,0
2315,1
7133,1
11322,1
4707,0
8491,1
9830,0
14156,1
4676,1
2290,1
11252,1
11364,1
6779,0
11026,1
10713,1
7330,0
14906,1
6843,1
7745,1
11483,1
14964,0
5249,0
11996,1
10013,1
12919,1
5803,1
9085,1
10334,1
14553,1
640,1
7007,0
11890,0
5584,0
10634,1
4781,0
13885,1
3509,0
14296,1
8781,1
10623,0
13506,0
14069,1
10724,1
809,1
1091,1
15454,0
9323,1
13576,0
1919,0
11713,0
4098,1
7270,1
1912,0
15169,0
8014,1
13686,1
6092,1
8395,0
12441,1
5957,1
10916,1
2563,1
2799,1
6595,0
4134,1
10180,1
1851,1
1782,0
12911,1
13073,0
7022,1
1111,1
9802,1
12841,1
9030,0
6916,0
11037,1
7785,0
7611,1
2023,1
7237,1
12816,1
9627,1
8512,0
1193,1
14793,0
11271,1
10081,0
13607,1
6509,1
13477,1
10880,1
9391,1
14318,1
11892,0
10231,1
361,0
7637,1
9686,0
2395,1
12099,1
4807,1
13252,1
3727,1
4153,1
4404,1
12997,1
1219,0
14799,0
4972,0
1727,0
1686,0
7905,1
11048,1
3706,1
14463,1
6505,1
5133,0
10089,1
9753,1
1654,1
4853,1
1485,0
8797,1
12039,1
9382,0
10322,1
6743,0
7359,1
14801,1
8165,0
11798,1
4556,0
1656,1
14190,0
10053,1
4799,1
7059,0
5740,1
3292,1
12735,1
2029,1
2214,1
1899,1
6151,1
11489,0
13862,1
13929,0
11803,0
8476,0
639,1
47,0
5559,1
1124,1
444,1
1213,1
9529,1
13844,1
5178,0
3095,1
9919,0
2462,0
14413,0
7377,0
13760,0
12578,0
7559,1
9754,1
12098,1
10292,1
3605,1
231,0
10237,1
7749,1
3497,1
12390,1
12368,0
13822,1
4039,1
12885,1
12454,1
10434,1
15507,1
15320,0
5975,1
3783,1
6088,1
1305,1
14340,1
4130,1
10707,1
2497,0
5510,1
8891,1
8190,0
5342,1
3149,1
6329,0
10272,0
3207,1
140,0
5328,1
7042,1
2151,1
7947,1
991,1
10503,1
5193,1
495,1
3901,0
11646,1
10545,1
14775,1
11521,0
5080,1
5264,1
10780,1
10300,1
11615,1
5427,1
3343,1
5168,1
4748,1
553,0
11866,1
2150,1
14101,1
9588,0
15522,1
8405,0
5022,0
4717,1
5923,1
2728,1
12515,1
9695,0
4210,1
5110,0
4042,0
13216,1
7894,0
1337,1
13897,1
9584,0
11337,1
2787,1
2925,1
4199,1
4160,1
6815,1
7410,1
14945,1
8477,0
9037,1
2225,1
13414,1
3624,1
6331,0
1560,1
14450,0
3551,0
15174,0
2622,1
4602,1
3337,1
5399,1
6203,0
1815,0
611,0
9593,0
15498,0
5801,0
9232,1
3193,1
11261,1
12954,1
830,1
10509,1
8347,1
15319,0
10295,1
2582,1
4288,0
5443,1
5296,1
732,1
14802,0
7350,0
11642,1
1486,0
3467,1
14734,0
8483,0
14292,1
12435,1
10381,0
4961,0
2019,1
11162,1
12621,1
13343,1
11332,1
1763,1
9566,1
11345,1
1994,1
6866,0
6201,0
4358,0
13776,1
14991,0
3703,1
526,1
14275,0
14953,0
2849,1
14129,0
1615,1
5056,1
13342,1
13310,0
8283,1
3698,1
2699,0
3359,1
2494,1
62,0
2035,1
7271,1
12080,1
11327,1
5990,1
12852,1
4208,1
8824,1
8095,1
12448,1
4060,1
10496,1
10608,1
2336,1
14152,0
189,1
494,1
9788,1
4038,1
12475,1
3125,0
768,1
10663,1
13628,1
10105,1
14281,0
13963,1
3180,0
7033,1
7757,1
4694,1
12673,1
11103,1
2918,1
7837,1
5163,1
3854,1
1558,1
12504,1
6403,1
9206,1
1751,1
12307,1
6802,0
1153,1
6507,1
5422,1
14025,1
12776,1
12538,1
15248,1
6613,0
14372,0
5152,1
9986,0
5057,1
15043,1
7954,1
7021,0
5767,1
4204,1
11957,1
10819,1
14180,1
7221,0
4016,1
2890,1
8870,1
12176,1
8122,1
11423,0
14641,1
442,0
5937,1
11731,0
6347,1
13797,0
9567,1
4867,0
2836,1
1109,1
3139,1
5505,1
15277,1
7973,1
5285,1
2655,0
2020,1
10546,0
13146,0
1339,1
9808,1
9801,1
9112,0
15224,1
196,0
5519,0
1674,1
11836,1
3701,1
9591,0
14566,0
1658,1
6389,0
14198,1
2251,1
6182,1
5752,1
9456,0
5638,1
1039,0
13165,1
9767,0
8535,1
7116,1
15538,1
5382,1
10344,1
3408,1
3939,1
773,0
13987,1
13499,1
11317,1
377,0
4901,1
11550,1
10868,1
9983,0
4372,1
12078,1
10881,1
8429,0
6059,1
7284,1
8166,0
296,1
5761,1
6288,0
3425,1
9829,0
2489,1
11454,1
6273,1
15435,1
2691,0
14757,0
5393,1
6401,0
14342,0
8976,0
14354,0
423,1
14030,1
4164,1
14542,1
2261,1
8149,0
5893,1
11964,1
14092,1
5977,0
11581,1
1741,0
12059,0
14184,0
14506,1
6783,1
12008,0
1817,1
14074,1
14847,0
5379,1
12670,1
6195,0
15479,1
13368,1
15161,0
14918,0
3936,1
9663,0
7492,0
6640,0
7364,0
15459,0
8583,1
7032,1
597,1
12051,1
13769,1
5788,1
2013,0
4110,1
13355,1
11398,1
14234,1
11701,1
4987,0
12949,1
4444,0
11213,1
7495,0
5428,1
14789,0
7644,1
9019,0
8257,1
15357,1
11906,0
12542,1
9447,1
14054,0
15192,1
6582,1
504,1
6186,1
6883,1
13657,1
5823,0
9896,0
9027,0
11367,1
7618,1
7840,0
7917,1
8642,1
10722,1
1288,0
154,1
13276,1
8518,1
8445,1
8547,0
14332,1
13406,1
1198,1
10285,1
697,1
10241,1
6792,0
8335,1
1627,1
2902,1
14433,0
720,1
12529,1
617,0
11628,1
14070,1
14674,1
7925,1
2146,1
5156,1
8470,0
9361,1
10557,1
7920,1
468,1
15336,1
9313,1
8457,1
6725,0
10995,1
4522,1
1099,1
12440,1
3279,0
9411,0
8877,1
8706,0
3987,1
4732,1
5925,0
9519,1
8433,0
14995,0
642,1
13703,0
999,1
2944,1
9107,1
2496,1
8025,1
8362,1
14888,1
3952,1
12877,0
7262,1
11940,1
15168,1
9229,1
4123,0
14334,1
3396,1
15341,1
12674,1
10029,1
14605,1
15512,0
7373,1
6110,1
14020,1
5450,0
1525,0
12060,1
11077,1
2549,1
1718,1
6688,1
2155,1
12716,1
7397,1
13787,0
11071,0
14013,1
7336,1
12366,1
7349,0
11562,1
4711,1
14598,1
8543,1
8076,1
3169,1
13983,1
15153,1
14382,1
2578,0
12928,0
3109,0
7852,1
2574,1
10249,1
5515,1
14910,0
864,1
6367,1
1408,1
8714,1
5946,0
7887,1
10064,0
7152,1
12245,1
3621,1
1239,1
9786,0
13957,0
9959,1
11316,1
3909,1
8308,1
3930,1
2433,0
7139,0
8618,0
7345,1
8047,1
10986,1
532,0
11556,1
2040,1
3512,1
10570,1
15235,0
901,1
911,1
73,0
13795,1
6046,1
12575,1
13956,1
6968,0
8944,1
12861,1
9215,1
1728,0
7682,1
14928,1
14611,1
12193,1
6386,0
2682,0
6577,0
2846,0
3693,1
6284,0
5130,0
5162,0
7974,0
8982,1
2515,0
8046,1
12115,1
1014,1
14391,1
8232,1
6763,0
8977,0
11635,1
9492,1
2306,1
9137,0
2773,0
3156,1
585,1
11382,1
701,1
7053,1
8202,1
3111,1
4217,0
152,1
550,0
4719,0
1191,1
14363,1
9150,1
3675,0
1970,1
1268,0
14411,1
5633,1
8479,1
1286,0
8879,1
13718,0
749,1
14068,0
4573,1
13438,1
12158,1
12592,1
3682,1
6432,1
11756,0
7515,1
14205,0
6635,0
825,1
11560,1
3105,1
10659,1
6762,1
7908,1
8376,0
7995,1
9526,0
7293,1
10591,1
9210,1
9920,0
2523,0
14073,1
4589,1
12322,1
6042,1
9757,0
505,1
3887,1
5999,1
10197,1
15450,0
14392,0
15377,1
12314,1
11994,1
1775,0
7645,1
4789,1
12601,0
6689,1
9800,0
9317,1
15119,0
120,1
13996,1
14616,1
12623,1
11942,1
4739,1
10451,1
2826,1
1742,0
5873,1
4198,1
2183,1
7540,0
12709,1
1474,0
149,1
14763,0
14241,0
2303,0
926,1
3506,1
6223,1
4757,1
7803,0
12729,1
1117,0
13052,1
9793,0
15273,1
12931,1
12511,1
14442,0
3502,1
10675,1
15122,1
13014,1
5561,1
3772,1
12421,1
12197,1
8656,1
8896,1
11674,0
6961,1
10290,1
6235,0
13978,0
9279,0
11855,1
10128,0
7467,0
4486,1
3498,0
9497,0
6644,0
12654,1
561,1
9740,1
8058,1
4075,1
3935,1
14934,1
14415,1
11452,1
11380,1
9572,1
6366,1
6410,0
13029,1
4172,1
7704,0
9185,0
545,1
9343,1
5680,1
13986,1
1491,0
2916,1
2171,0
924,0
9517,0
8402,1
2648,0
10987,1
11607,1
5890,1
2896,1
7343,1
15298,1
3029,0
4537,0
826,1
11134,1
4376,1
1668,1
1127,1
6243,1
13856,1
10544,0
13793,1
12168,1
10151,0
12744,1
2571,1
4036,0
14826,0
6219,1
9743,1
8516,1
11868,1
8259,1
15237,1
1514,0
10998,1
11559,1
2542,0
2756,1
14501,0
9721,0
874,0
13614,0
9496,1
15091,1
11075,1
4648,1
3508,1
2275,0
11771,0
13563,1
5958,1
5619,1
14685,1
14707,1
2300,1
6414,0
4836,1
2467,1
2638,0
9305,1
3179,1
8129,0
13379,1
7820,0
14863,1
1861,0
5418,1
6396,1
1886,1
6755,1
7643,1
13650,0
1471,0
762,1
4014,1
7876,1
4396,0
12562,1
10939,1
14324,1
4672,0
5514,1
1216,0
9241,1
8567,0
5139,0
2746,0
1340,0
6003,1
8804,1
3657,1
12481,1
7204,1
975,0
4634,0
11714,0
15197,0
11155,1
1515,0
2375,0
14708,0
11400,1
13863,0
8103,0
7412,0
14174,1
15326,0
12333,0
9252,1
11815,0
12455,0
15369,0
14929,0
5875,1
11910,1
45,1
15033,1
12118,1
5455,1
4723,1
7151,1
11119,1
11393,1
15163,0
810,0
10219,1
9965,0
592,1
12999,1
5853,1
8446,1
5836,1
14859,0
4416,1
4984,1
7366,1
11212,1
11302,1
9618,1
5284,0
3077,1
14747,1
8749,0
8287,1
1923,1
217,1
15226,1
11543,1
2319,1
4353,0
1221,0
4862,1
2131,1
13090,1
13287,0
6714,1
2182,1
6254,1
1648,1
5154,1
3991,1
7881,1
844,0
6015,1
11626,1
10057,1
13520,0
3501,1
6517,0
12528,1
10776,1
9654,0
3375,1
9063,1
5475,0
1924,1
983,1
8156,1
3688,0
12226,0
748,1
12107,1
6653,0
5027,1
7029,0
2265,1
11186,1
6335,1
12418,1
15541,1
5313,1
3653,1
10416,1
4000,1
14895,1
1045,0
7775,0
14696,0
10512,0
3656,1
7226,0
9951,0
137,1
11779,0
7445,1
15256,1
5605,0
10831,1
2974,1
960,1
3011,1
12728,1
9080,0
7232,1
1380,1
8315,0
11108,1
10449,0
15183,1
2099,1
10126,1
7756,1
2308,0
1134,1
144,1
1163,0
9772,1
2687,1
4233,0
8890,1
5241,0
2858,1
6308,1
558,1
12687,1
1738,0
10790,1
13823,1
6678,0
15249,0
123,1
636,1
1800,1
5469,0
14008,1
15198,0
12391,1
4418,1
3840,1
6927,1
7875,1
12896,1
2554,1
1712,1
7621,1
8545,1
694,1
3743,1
11569,1
1160,0
5141,1
1799,1
6193,1
6608,0
8393,1
5575,1
10594,0
5739,1
6187,1
2224,1
9773,1
5494,1
10060,1
2366,0
14853,0
7609,1
2291,1
1309,1
7230,1
745,1
784,0
7308,1
3071,1
7446,0
1421,1
4610,1
3442,0
1259,0
1089,1
2927,1
489,0
7370,0
11218,1
359,1
6992,1
9352,1
10083,0
285,0
338,0
4990,0
4627,0
7025,0
12111,0
5160,0
12556,1
4366,1
11952,1
12933,1
2186,1
7070,1
9583,0
1130,0
8686,1
86,0
10424,1
3885,1
12043,1
13220,1
5709,1
11035,1
14950,0
12482,0
5355,1
12220,1
13629,0
5662,1
15225,0
7393,1
7976,0
12849,1
2149,1
3603,1
14060,1
14016,1
14871,1
1953,1
10903,1
386,1
14500,0
1427,1
9940,1
3098,0
9073,1
155,1
11651,1
1809,1
9309,1
9859,1
14555,1
6663,1
12909,0
299,0
696,0
10318,1
2383,1
9018,0
7252,1
14458,0
4422,1
5484,1
4814,1
9845,0
3211,1
3256,1
12786,1
4680,1
2408,1
13507,1
3848,1
7048,0
7553,1
13866,1
14052,0
10984,1
5499,0
3668,1
10606,1
7097,1
951,1
5900,1
5742,1
